county_fips,industry_code,year,bls_annual_establishments,bls_annual_employment,bls_total_annual_wages
1001,1011,2020,24,182,11363434
1003,1011,2020,77,773,33427148
1005,1011,2020,28,267,14071797
1007,1011,2020,14,71,2933131
1009,1011,2020,13,79,2515672
1011,1011,2020,16,0,0
1013,1011,2020,26,198,9713534
1015,1011,2020,28,232,12283988
1017,1011,2020,23,201,9590091
1019,1011,2020,18,200,6624652
1021,1011,2020,25,127,6009556
1023,1011,2020,25,237,11427034
1025,1011,2020,39,307,15728245
1027,1011,2020,15,60,2322934
1029,1011,2020,12,81,2660655
1031,1011,2020,22,585,23949230
1033,1011,2020,18,152,9162290
1035,1011,2020,26,195,9942785
1037,1011,2020,5,31,1377150
1039,1011,2020,31,171,7768350
1041,1011,2020,22,161,7441246
1043,1011,2020,35,396,16168548
1045,1011,2020,16,80,3482338
1047,1011,2020,29,182,8680209
1049,1011,2020,34,375,14831099
1051,1011,2020,24,222,11231420
1053,1011,2020,34,372,22351751
1055,1011,2020,6,33,2121194
1057,1011,2020,28,175,6207449
1059,1011,2020,17,134,5985605
1061,1011,2020,37,398,15548549
1063,1011,2020,11,32,1221435
1065,1011,2020,36,214,8762729
1067,1011,2020,29,300,13139298
1069,1011,2020,26,185,8318129
1071,1011,2020,18,62,2045770
1073,1011,2020,49,1755,170497171
1075,1011,2020,14,62,2619394
1077,1011,2020,26,182,8246025
1079,1011,2020,22,173,7857824
1081,1011,2020,27,376,26567873
1083,1011,2020,30,426,20848311
1085,1011,2020,18,134,5471725
1087,1011,2020,8,0,0
1089,1011,2020,38,419,39842120
1091,1011,2020,22,364,17394293
1093,1011,2020,15,89,3190514
1095,1011,2020,15,209,12506350
1097,1011,2020,101,752,39264438
1099,1011,2020,42,255,15988022
1101,1011,2020,32,129,6946883
1103,1011,2020,24,161,8747514
1105,1011,2020,6,34,1215924
1107,1011,2020,28,217,9662543
1109,1011,2020,19,140,5966489
1111,1011,2020,17,120,5301969
1113,1011,2020,18,92,3406945
1115,1011,2020,13,73,3487550
1117,1011,2020,39,460,32426979
1119,1011,2020,11,58,2263070
1121,1011,2020,18,454,29997440
1123,1011,2020,21,77,4164667
1125,1011,2020,74,1638,140031490
1127,1011,2020,43,363,18782612
1129,1011,2020,34,223,9655848
1131,1011,2020,15,84,3625392
1133,1011,2020,10,317,11076101
1999,1011,2020,96,396,33774261
2013,1011,2020,2,0,0
2016,1011,2020,8,37,4459143
2020,1011,2020,98,2429,504883961
2050,1011,2020,1,0,0
2060,1011,2020,4,8,709185
2063,1011,2020,29,116,7728842
2066,1011,2020,1,0,0
2068,1011,2020,3,0,0
2070,1011,2020,1,0,0
2090,1011,2020,57,1079,93679044
2100,1011,2020,3,0,0
2105,1011,2020,1,0,0
2110,1011,2020,17,875,102045889
2122,1011,2020,80,896,105980901
2130,1011,2020,18,70,3826227
2150,1011,2020,38,139,11326432
2164,1011,2020,1,0,0
2170,1011,2020,61,242,8770878
2180,1011,2020,9,0,0
2185,1011,2020,29,4995,736969619
2188,1011,2020,4,0,0
2195,1011,2020,8,23,1432932
2198,1011,2020,17,156,11464004
2220,1011,2020,9,59,2353514
2240,1011,2020,17,587,76314571
2275,1011,2020,4,0,0
2282,1011,2020,1,0,0
2290,1011,2020,10,0,0
2999,1011,2020,25,74,11430189
4001,1011,2020,11,129,6245629
4003,1011,2020,72,1132,46556477
4005,1011,2020,30,129,4885825
4007,1011,2020,16,891,68948514
4009,1011,2020,17,1551,105839874
4011,1011,2020,6,0,0
4012,1011,2020,29,532,22772720
4013,1011,2020,464,7597,492085631
4015,1011,2020,32,494,25288747
4017,1011,2020,27,699,33260751
4019,1011,2020,92,2446,176049070
4021,1011,2020,173,3384,181368046
4023,1011,2020,28,579,21586001
4025,1011,2020,82,1550,102236927
4027,1011,2020,243,11059,413399408
4999,1011,2020,42,0,0
5001,1011,2020,66,182,7222336
5003,1011,2020,46,341,14970325
5005,1011,2020,8,57,2448556
5007,1011,2020,50,812,61178326
5009,1011,2020,5,5,191963
5011,1011,2020,41,206,9068024
5013,1011,2020,6,32,1377579
5015,1011,2020,22,277,11666393
5017,1011,2020,55,230,9487985
5019,1011,2020,49,296,13164823
5021,1011,2020,50,233,7989810
5023,1011,2020,19,164,10433849
5025,1011,2020,15,145,5971539
5027,1011,2020,45,370,22847153
5029,1011,2020,27,229,9025826
5031,1011,2020,105,386,16304423
5033,1011,2020,23,218,9461767
5035,1011,2020,59,258,9811212
5037,1011,2020,45,278,10526903
5039,1011,2020,22,111,4541321
5041,1011,2020,66,289,10437236
5043,1011,2020,56,386,16730200
5045,1011,2020,39,262,17491776
5047,1011,2020,18,148,11009940
5049,1011,2020,2,0,0
5051,1011,2020,28,184,8294298
5053,1011,2020,27,194,10343177
5055,1011,2020,39,216,8563184
5057,1011,2020,22,254,12759580
5059,1011,2020,26,170,6468389
5061,1011,2020,17,204,8790901
5063,1011,2020,20,266,15167781
5065,1011,2020,7,67,3852780
5067,1011,2020,59,296,11189241
5069,1011,2020,39,131,8174876
5071,1011,2020,13,202,9135387
5073,1011,2020,23,72,1987677
5075,1011,2020,54,188,8400581
5077,1011,2020,37,192,7358147
5079,1011,2020,33,143,5635091
5081,1011,2020,16,66,2428987
5083,1011,2020,22,117,4392632
5085,1011,2020,93,503,22289748
5087,1011,2020,11,53,1918736
5089,1011,2020,2,0,0
5091,1011,2020,31,305,14460792
5093,1011,2020,103,524,22188353
5095,1011,2020,26,104,5671984
5097,1011,2020,8,27,808875
5099,1011,2020,14,52,2973968
5101,1011,2020,4,4,1322485
5103,1011,2020,36,154,6804598
5105,1011,2020,8,74,4099885
5107,1011,2020,62,281,9473038
5109,1011,2020,23,112,5330076
5111,1011,2020,67,292,14556670
5113,1011,2020,23,169,9006179
5115,1011,2020,36,651,29737388
5117,1011,2020,35,170,8908175
5119,1011,2020,54,624,44082365
5121,1011,2020,25,243,12772010
5123,1011,2020,43,0,0
5125,1011,2020,14,60,2537860
5127,1011,2020,18,173,7249258
5129,1011,2020,3,0,0
5131,1011,2020,39,281,24479703
5133,1011,2020,18,168,8115914
5135,1011,2020,5,13,570388
5137,1011,2020,4,9,226455
5139,1011,2020,81,338,17523383
5141,1011,2020,9,82,7820723
5143,1011,2020,39,315,18514240
5145,1011,2020,47,365,21321168
5147,1011,2020,34,177,6441878
5149,1011,2020,26,247,12005112
5999,1011,2020,115,250,17597485
6001,1011,2020,103,808,56925114
6005,1011,2020,52,528,25121397
6007,1011,2020,373,3051,147873053
6009,1011,2020,30,292,8365895
6011,1011,2020,274,2824,127411891
6013,1011,2020,109,863,55391108
6015,1011,2020,63,333,14553815
6017,1011,2020,67,493,22636601
6019,1011,2020,1529,40487,1542436809
6021,1011,2020,253,2464,111381837
6023,1011,2020,283,1573,77644913
6025,1011,2020,290,10746,414053939
6027,1011,2020,15,37,1667922
6029,1011,2020,1032,67103,2892294544
6031,1011,2020,357,7302,315409591
6033,1011,2020,71,992,40339711
6035,1011,2020,36,305,17127493
6037,1011,2020,560,6092,355132009
6039,1011,2020,443,11785,415666746
6041,1011,2020,83,380,16970369
6043,1011,2020,13,43,1115620
6045,1011,2020,243,1668,73963999
6047,1011,2020,759,14199,552594696
6049,1011,2020,59,371,15850747
6051,1011,2020,11,66,2281772
6053,1011,2020,564,54028,2281384011
6055,1011,2020,252,4945,254122309
6057,1011,2020,57,271,13563561
6059,1011,2020,194,2270,114910797
6061,1011,2020,80,487,26452842
6063,1011,2020,22,110,5640561
6065,1011,2020,508,12256,463202947
6067,1011,2020,248,2518,113627638
6069,1011,2020,94,2179,93713163
6071,1011,2020,230,3107,152370574
6073,1011,2020,680,9464,417299452
6075,1011,2020,57,227,21140418
6077,1011,2020,1026,14642,595875745
6079,1011,2020,335,4937,192851195
6081,1011,2020,126,1421,94310286
6083,1011,2020,578,25844,1051864309
6085,1011,2020,203,3256,161460827
6087,1011,2020,269,7985,324394454
6089,1011,2020,102,1139,69419483
6091,1011,2020,7,0,0
6093,1011,2020,124,1124,52138583
6095,1011,2020,152,1897,95624737
6097,1011,2020,567,6433,290609788
6099,1011,2020,938,14494,596889197
6101,1011,2020,494,4304,160544931
6103,1011,2020,166,2007,86498210
6105,1011,2020,14,55,3421709
6107,1011,2020,1252,35136,1196725224
6109,1011,2020,30,217,16120040
6111,1011,2020,592,25893,1023481884
6113,1011,2020,300,5371,255034642
6115,1011,2020,109,882,42597609
6999,1011,2020,191,0,0
8001,1011,2020,120,2262,137970970
8003,1011,2020,38,415,15107350
8005,1011,2020,115,710,99770541
8007,1011,2020,15,57,2465929
8009,1011,2020,15,83,3580681
8011,1011,2020,15,90,3233615
8013,1011,2020,100,782,43044176
8014,1011,2020,9,82,12274273
8015,1011,2020,13,48,1578010
8017,1011,2020,24,127,6994921
8019,1011,2020,9,505,49537710
8021,1011,2020,20,124,4973994
8023,1011,2020,14,130,5900821
8025,1011,2020,7,111,3923975
8027,1011,2020,6,13,471720
8029,1011,2020,74,422,19046326
8031,1011,2020,364,8262,1500119868
8033,1011,2020,7,27,1180707
8035,1011,2020,90,457,34551298
8037,1011,2020,26,89,4806887
8039,1011,2020,26,82,3033002
8041,1011,2020,63,570,29487868
8043,1011,2020,15,91,5669572
8045,1011,2020,92,981,83279612
8047,1011,2020,2,0,0
8049,1011,2020,18,69,3282557
8051,1011,2020,30,433,35253537
8053,1011,2020,2,0,0
8055,1011,2020,9,56,6664836
8057,1011,2020,18,107,5372014
8059,1011,2020,129,962,79472887
8061,1011,2020,8,0,0
8063,1011,2020,30,384,17455676
8065,1011,2020,5,0,0
8067,1011,2020,54,512,61493196
8069,1011,2020,161,1434,69250837
8071,1011,2020,27,273,18623905
8073,1011,2020,7,0,0
8075,1011,2020,55,475,25194817
8077,1011,2020,218,1659,119761206
8081,1011,2020,23,462,43126290
8083,1011,2020,37,201,9559890
8085,1011,2020,72,293,11937174
8087,1011,2020,77,1155,58021785
8089,1011,2020,35,221,8839466
8091,1011,2020,14,125,8782061
8093,1011,2020,14,38,1773624
8095,1011,2020,27,358,14390420
8097,1011,2020,13,119,5475439
8099,1011,2020,38,496,19415166
8101,1011,2020,66,690,25070461
8103,1011,2020,40,551,50977176
8105,1011,2020,69,833,31417521
8107,1011,2020,49,303,19887481
8109,1011,2020,46,359,14607738
8113,1011,2020,8,37,1750644
8115,1011,2020,6,108,5908442
8117,1011,2020,6,103,6272505
8119,1011,2020,12,0,0
8121,1011,2020,24,190,13397916
8123,1011,2020,502,9949,802067470
8125,1011,2020,80,998,49040808
8999,1011,2020,14,0,0
9001,1011,2020,73,518,26853890
9003,1011,2020,91,922,37745222
9005,1011,2020,69,546,21781441
9007,1011,2020,30,402,16409547
9009,1011,2020,61,836,32593848
9011,1011,2020,69,1221,58365394
9013,1011,2020,36,502,20385284
9015,1011,2020,36,298,11907399
9999,1011,2020,5,16,900626
10001,1011,2020,45,0,0
10003,1011,2020,29,0,0
10005,1011,2020,110,817,34577214
10999,1011,2020,2,0,0
11001,1011,2020,4,0,0
12001,1011,2020,94,1024,37209684
12003,1011,2020,6,0,0
12005,1011,2020,33,296,13453246
12007,1011,2020,20,211,13180512
12009,1011,2020,58,275,11127506
12011,1011,2020,139,792,24602476
12013,1011,2020,20,150,5861340
12015,1011,2020,40,429,15202811
12017,1011,2020,38,165,7753344
12019,1011,2020,26,148,8764225
12021,1011,2020,106,2855,99309197
12023,1011,2020,34,230,9985640
12027,1011,2020,95,1220,41278740
12029,1011,2020,15,122,6119824
12031,1011,2020,60,627,30406868
12033,1011,2020,37,228,8804258
12035,1011,2020,24,232,8186421
12037,1011,2020,5,24,1039717
12039,1011,2020,33,4247,138968918
12041,1011,2020,38,491,18444067
12043,1011,2020,34,386,16974296
12045,1011,2020,7,101,6237589
12047,1011,2020,25,208,7059215
12049,1011,2020,123,1219,43151768
12051,1011,2020,125,3424,179153741
12053,1011,2020,36,179,5909175
12055,1011,2020,175,1941,64515592
12057,1011,2020,285,6066,175889975
12059,1011,2020,21,46,1185890
12061,1011,2020,77,1070,42945929
12063,1011,2020,45,280,10309325
12065,1011,2020,28,275,11101502
12067,1011,2020,21,137,4144155
12069,1011,2020,162,2230,91278519
12071,1011,2020,112,1708,65137657
12073,1011,2020,36,150,7543177
12075,1011,2020,75,506,20345057
12077,1011,2020,16,149,6937382
12079,1011,2020,27,222,8815397
12081,1011,2020,102,3586,97715716
12083,1011,2020,295,1775,67182267
12085,1011,2020,72,559,19286364
12086,1011,2020,510,9120,340967632
12087,1011,2020,39,138,5828576
12089,1011,2020,39,323,15314835
12091,1011,2020,21,65,2279936
12093,1011,2020,92,918,35914480
12095,1011,2020,165,2739,97067488
12097,1011,2020,46,303,12100777
12099,1011,2020,517,6907,284981410
12101,1011,2020,95,732,27816272
12103,1011,2020,50,185,8402813
12105,1011,2020,273,3086,149005245
12107,1011,2020,49,404,14246091
12109,1011,2020,55,399,13786577
12111,1011,2020,64,591,26416501
12113,1011,2020,50,267,9992412
12115,1011,2020,59,294,14883731
12117,1011,2020,49,253,9487456
12119,1011,2020,43,525,21000157
12121,1011,2020,74,689,23812226
12123,1011,2020,22,283,15851893
12125,1011,2020,10,85,3203030
12127,1011,2020,128,1355,34724866
12129,1011,2020,12,76,2609644
12131,1011,2020,18,75,2324127
12133,1011,2020,19,110,5592581
12999,1011,2020,150,0,0
13001,1011,2020,39,284,11402787
13003,1011,2020,10,60,2097812
13005,1011,2020,36,0,0
13007,1011,2020,18,96,3404252
13009,1011,2020,4,36,2033104
13011,1011,2020,14,409,26558896
13013,1011,2020,9,359,16877792
13015,1011,2020,27,245,13277791
13017,1011,2020,10,387,15555374
13019,1011,2020,19,197,5772672
13021,1011,2020,12,252,17959010
13023,1011,2020,12,75,4105298
13025,1011,2020,19,107,5053507
13027,1011,2020,41,417,18342183
13029,1011,2020,8,21,834876
13031,1011,2020,27,124,4186856
13033,1011,2020,34,0,0
13035,1011,2020,4,10,510210
13037,1011,2020,24,114,4008752
13039,1011,2020,4,26,1072690
13043,1011,2020,13,44,1507927
13045,1011,2020,14,157,7450338
13047,1011,2020,7,158,4904104
13049,1011,2020,19,140,6394970
13051,1011,2020,20,123,5488574
13055,1011,2020,7,49,2196217
13057,1011,2020,29,117,6706050
13059,1011,2020,11,83,3418246
13061,1011,2020,11,202,6032407
13063,1011,2020,5,225,10606943
13065,1011,2020,33,191,7955169
13067,1011,2020,25,139,7143582
13069,1011,2020,48,541,21563895
13071,1011,2020,77,1085,35810339
13073,1011,2020,13,98,5239354
13075,1011,2020,23,486,26707190
13077,1011,2020,12,87,3519957
13079,1011,2020,16,264,7011371
13081,1011,2020,28,154,5789520
13083,1011,2020,2,0,0
13085,1011,2020,6,37,971269
13087,1011,2020,51,1010,38879465
13089,1011,2020,11,210,17007917
13091,1011,2020,7,41,1210382
13093,1011,2020,24,140,5384840
13095,1011,2020,40,356,16188374
13097,1011,2020,5,63,4237037
13099,1011,2020,27,143,5646620
13101,1011,2020,17,225,9969325
13103,1011,2020,23,152,6799071
13105,1011,2020,22,156,5948462
13107,1011,2020,17,129,5530052
13109,1011,2020,13,86,4630065
13111,1011,2020,2,0,0
13113,1011,2020,11,167,9539793
13115,1011,2020,23,180,7677006
13117,1011,2020,25,146,7838292
13119,1011,2020,14,167,7229106
13121,1011,2020,56,342,38252189
13123,1011,2020,10,121,5784847
13125,1011,2020,3,0,0
13127,1011,2020,8,75,4590777
13129,1011,2020,23,198,7396542
13131,1011,2020,35,600,19788434
13133,1011,2020,18,295,11900080
13135,1011,2020,36,425,22785349
13137,1011,2020,14,209,9330083
13139,1011,2020,34,402,20718814
13141,1011,2020,2,0,0
13143,1011,2020,4,11,276333
13145,1011,2020,10,104,4732795
13147,1011,2020,15,244,9971842
13149,1011,2020,12,67,2603258
13151,1011,2020,9,129,6888971
13153,1011,2020,20,93,4028399
13155,1011,2020,15,0,0
13157,1011,2020,22,137,6752296
13159,1011,2020,9,85,3917228
13161,1011,2020,16,329,18370937
13163,1011,2020,42,556,30911777
13165,1011,2020,9,21,895225
13167,1011,2020,5,52,2577157
13169,1011,2020,8,54,2079738
13171,1011,2020,12,66,2899077
13173,1011,2020,10,76,2850693
13175,1011,2020,14,130,5916748
13177,1011,2020,24,179,6879209
13179,1011,2020,4,30,2289819
13181,1011,2020,12,100,4841426
13183,1011,2020,3,0,0
13185,1011,2020,29,258,9138715
13187,1011,2020,4,33,1796760
13189,1011,2020,11,379,20033344
13191,1011,2020,4,0,0
13193,1011,2020,19,269,11483868
13195,1011,2020,17,72,4167960
13197,1011,2020,12,229,9112360
13199,1011,2020,20,136,5978904
13201,1011,2020,16,47,1810409
13205,1011,2020,59,448,16458366
13207,1011,2020,21,176,9650181
13209,1011,2020,11,72,2988832
13211,1011,2020,21,174,7489650
13213,1011,2020,9,78,3786495
13215,1011,2020,14,117,7541374
13217,1011,2020,8,52,1894010
13219,1011,2020,25,186,8680994
13221,1011,2020,25,218,8267661
13223,1011,2020,7,33,2413134
13225,1011,2020,15,513,18111801
13227,1011,2020,10,184,11431930
13229,1011,2020,36,250,10011072
13231,1011,2020,6,36,2328264
13233,1011,2020,8,118,5784383
13235,1011,2020,16,168,5941348
13237,1011,2020,10,156,6251716
13239,1011,2020,2,0,0
13241,1011,2020,10,128,3903646
13243,1011,2020,29,234,9430292
13245,1011,2020,10,108,7277086
13247,1011,2020,2,0,0
13249,1011,2020,2,0,0
13251,1011,2020,12,89,3405071
13253,1011,2020,21,263,10776681
13255,1011,2020,8,36,906859
13257,1011,2020,6,50,2222840
13259,1011,2020,8,62,2931252
13261,1011,2020,41,702,32031440
13263,1011,2020,9,151,8635186
13265,1011,2020,2,0,0
13267,1011,2020,34,673,28297273
13269,1011,2020,4,53,2508760
13271,1011,2020,9,71,3726364
13273,1011,2020,18,118,5234111
13275,1011,2020,72,658,33373440
13277,1011,2020,44,497,14644335
13279,1011,2020,33,574,16768568
13281,1011,2020,2,0,0
13283,1011,2020,8,66,3093885
13285,1011,2020,9,38,1902286
13287,1011,2020,10,97,3977181
13289,1011,2020,10,209,15673461
13291,1011,2020,9,236,11044113
13293,1011,2020,7,10,210493
13295,1011,2020,5,13,569614
13297,1011,2020,21,133,5845259
13299,1011,2020,23,230,9991943
13301,1011,2020,6,115,7454805
13303,1011,2020,15,234,13103079
13305,1011,2020,22,98,3406286
13307,1011,2020,9,0,0
13309,1011,2020,15,111,5714709
13311,1011,2020,15,225,11699436
13313,1011,2020,11,50,3170476
13315,1011,2020,12,43,1387043
13317,1011,2020,17,100,4482090
13319,1011,2020,14,961,67600761
13321,1011,2020,32,172,6184838
13999,1011,2020,90,0,0
15001,1011,2020,214,2293,92377043
15003,1011,2020,186,1962,88330402
15007,1011,2020,43,0,0
15009,1011,2020,85,1031,48607554
15999,1011,2020,1,0,0
16001,1011,2020,135,915,42463429
16003,1011,2020,12,63,3127967
16005,1011,2020,19,96,3055756
16007,1011,2020,5,9,195333
16009,1011,2020,54,227,12611133
16011,1011,2020,117,1315,50995818
16013,1011,2020,38,144,5974716
16015,1011,2020,12,53,1951249
16017,1011,2020,60,349,18582345
16019,1011,2020,79,663,29089417
16021,1011,2020,52,370,14889734
16023,1011,2020,14,43,1448776
16025,1011,2020,7,0,0
16027,1011,2020,264,3329,126231836
16029,1011,2020,30,729,51588913
16031,1011,2020,128,1908,75956261
16033,1011,2020,7,62,2413446
16035,1011,2020,28,169,8939360
16037,1011,2020,19,129,7370049
16039,1011,2020,41,623,24163152
16041,1011,2020,33,301,10056132
16043,1011,2020,39,201,7085637
16045,1011,2020,25,147,7053535
16047,1011,2020,117,1930,73029452
16049,1011,2020,61,258,11646255
16051,1011,2020,78,753,29383236
16053,1011,2020,135,2939,117784668
16055,1011,2020,102,480,36395626
16057,1011,2020,62,334,17612971
16059,1011,2020,17,61,2168191
16061,1011,2020,24,129,5862816
16063,1011,2020,21,422,17366834
16065,1011,2020,56,359,12340847
16067,1011,2020,97,1490,60657760
16069,1011,2020,30,268,15679885
16071,1011,2020,9,145,6068628
16073,1011,2020,53,1139,44416775
16075,1011,2020,40,373,13492160
16077,1011,2020,38,649,24706553
16079,1011,2020,20,667,44841014
16081,1011,2020,25,130,4088134
16083,1011,2020,209,2219,90617964
16085,1011,2020,11,86,5220053
16087,1011,2020,26,210,7106661
16999,1011,2020,92,0,0
17001,1011,2020,26,419,21346195
17003,1011,2020,7,86,4346258
17005,1011,2020,10,82,1454367
17007,1011,2020,18,232,9472297
17009,1011,2020,7,17,940609
17011,1011,2020,40,654,26044759
17013,1011,2020,5,0,0
17015,1011,2020,18,77,3878456
17017,1011,2020,15,0,0
17019,1011,2020,44,351,18415625
17021,1011,2020,22,175,9343842
17023,1011,2020,31,146,5472163
17025,1011,2020,39,225,7409369
17027,1011,2020,41,849,44611650
17029,1011,2020,28,77,4873378
17031,1011,2020,111,1556,102564531
17033,1011,2020,37,149,5948168
17035,1011,2020,11,106,4884238
17037,1011,2020,47,414,22084421
17039,1011,2020,9,141,7515520
17041,1011,2020,23,126,5598832
17043,1011,2020,46,675,40560745
17045,1011,2020,21,219,8928087
17047,1011,2020,11,0,0
17049,1011,2020,23,151,6565415
17051,1011,2020,26,134,5448979
17053,1011,2020,22,128,5960202
17055,1011,2020,15,403,30248322
17057,1011,2020,23,191,7600666
17059,1011,2020,20,155,8626235
17061,1011,2020,9,103,3757485
17063,1011,2020,19,263,22476754
17065,1011,2020,15,336,26208098
17067,1011,2020,37,523,22874726
17069,1011,2020,3,0,0
17071,1011,2020,6,23,1017166
17073,1011,2020,31,409,26581843
17075,1011,2020,36,189,7659244
17077,1011,2020,28,592,40162088
17079,1011,2020,21,113,3824733
17081,1011,2020,15,116,5527659
17083,1011,2020,10,56,3006976
17085,1011,2020,18,94,3945019
17087,1011,2020,5,39,1843735
17089,1011,2020,65,687,33121972
17091,1011,2020,50,409,17719543
17093,1011,2020,20,116,4440310
17095,1011,2020,35,173,6717327
17097,1011,2020,60,521,26694865
17099,1011,2020,35,873,73039531
17101,1011,2020,23,216,11909262
17103,1011,2020,16,113,6710981
17105,1011,2020,42,394,18753985
17107,1011,2020,20,155,6425333
17109,1011,2020,20,128,4017383
17111,1011,2020,87,714,26543543
17113,1011,2020,56,327,15955190
17115,1011,2020,15,91,4228231
17117,1011,2020,28,180,9550781
17119,1011,2020,47,327,13422118
17121,1011,2020,31,206,10446632
17123,1011,2020,9,35,1535957
17125,1011,2020,25,172,8366957
17127,1011,2020,2,0,0
17129,1011,2020,10,38,1527123
17131,1011,2020,9,69,3629344
17133,1011,2020,22,84,4458818
17135,1011,2020,29,339,17908831
17137,1011,2020,14,34,1689449
17139,1011,2020,12,66,2139575
17141,1011,2020,30,301,12634150
17143,1011,2020,41,165,8638016
17145,1011,2020,5,35,1724204
17147,1011,2020,24,141,7381520
17149,1011,2020,40,312,12259309
17151,1011,2020,2,0,0
17153,1011,2020,8,55,2108944
17155,1011,2020,2,0,0
17157,1011,2020,19,215,15454446
17159,1011,2020,24,102,5742797
17161,1011,2020,18,141,6680784
17163,1011,2020,30,406,16616098
17165,1011,2020,18,50,3157739
17167,1011,2020,61,601,35996827
17169,1011,2020,11,90,9716225
17171,1011,2020,6,0,0
17173,1011,2020,23,135,4886756
17175,1011,2020,11,125,3113342
17177,1011,2020,39,444,17175129
17179,1011,2020,32,259,10047875
17181,1011,2020,20,184,6263742
17183,1011,2020,28,143,5477631
17185,1011,2020,26,284,17138774
17187,1011,2020,20,204,9475388
17189,1011,2020,36,193,7477720
17191,1011,2020,39,199,8623768
17193,1011,2020,47,424,21200229
17195,1011,2020,44,282,10275033
17197,1011,2020,67,464,29137796
17199,1011,2020,9,354,18992931
17201,1011,2020,28,166,4681216
17203,1011,2020,31,306,17420987
17999,1011,2020,161,362,33205473
18001,1011,2020,27,210,7600601
18003,1011,2020,43,258,13188009
18005,1011,2020,19,100,5362568
18007,1011,2020,17,265,12502539
18009,1011,2020,9,73,2557543
18011,1011,2020,44,225,9814251
18013,1011,2020,7,42,1605233
18015,1011,2020,32,0,0
18017,1011,2020,20,154,9035543
18019,1011,2020,16,110,6303657
18021,1011,2020,17,78,4152516
18023,1011,2020,29,211,7714636
18025,1011,2020,7,0,0
18027,1011,2020,37,187,11965822
18029,1011,2020,4,15,461037
18031,1011,2020,26,267,10665119
18033,1011,2020,29,178,7089138
18035,1011,2020,24,173,8399896
18037,1011,2020,51,467,22528548
18039,1011,2020,45,309,13382047
18041,1011,2020,9,69,2449991
18043,1011,2020,9,38,2030758
18045,1011,2020,20,118,4490848
18047,1011,2020,10,51,1655224
18049,1011,2020,22,112,3619489
18051,1011,2020,43,693,51820245
18053,1011,2020,23,154,10388936
18055,1011,2020,22,231,12439964
18057,1011,2020,52,1026,67796284
18059,1011,2020,23,91,2209299
18061,1011,2020,26,138,7166043
18063,1011,2020,23,164,6423601
18065,1011,2020,24,141,5533384
18067,1011,2020,17,106,5047076
18069,1011,2020,26,256,11122599
18071,1011,2020,18,671,29704598
18073,1011,2020,51,921,55385006
18075,1011,2020,24,302,12359178
18077,1011,2020,6,17,576338
18079,1011,2020,11,147,5412410
18081,1011,2020,18,84,2845801
18083,1011,2020,71,1218,73776476
18085,1011,2020,54,486,19944511
18087,1011,2020,40,211,9035030
18089,1011,2020,39,294,12495001
18091,1011,2020,42,254,10016709
18093,1011,2020,19,171,9609588
18095,1011,2020,23,254,12482198
18097,1011,2020,49,651,36029994
18099,1011,2020,24,265,14047200
18101,1011,2020,9,31,1029903
18103,1011,2020,31,210,7846160
18105,1011,2020,24,414,21187743
18107,1011,2020,37,247,10828680
18109,1011,2020,32,129,5165381
18111,1011,2020,23,430,22070042
18113,1011,2020,27,188,7501792
18115,1011,2020,1,0,0
18117,1011,2020,7,146,6837436
18119,1011,2020,7,18,578808
18121,1011,2020,15,52,1513663
18123,1011,2020,11,54,2299662
18125,1011,2020,13,0,0
18127,1011,2020,15,74,2914591
18129,1011,2020,29,109,4091877
18131,1011,2020,30,483,20806430
18133,1011,2020,28,160,7010709
18135,1011,2020,22,197,7983841
18137,1011,2020,21,157,5593089
18139,1011,2020,18,120,5961751
18141,1011,2020,32,161,5905917
18143,1011,2020,7,26,1298768
18145,1011,2020,30,246,10281400
18147,1011,2020,27,153,6498904
18149,1011,2020,18,118,3331805
18151,1011,2020,24,116,4772958
18153,1011,2020,24,509,56058976
18155,1011,2020,4,44,2319626
18157,1011,2020,45,297,14538607
18159,1011,2020,24,418,22222264
18161,1011,2020,5,21,645887
18163,1011,2020,39,168,9489698
18165,1011,2020,14,79,3285763
18167,1011,2020,26,142,6306884
18169,1011,2020,44,529,23432765
18171,1011,2020,18,140,7148762
18173,1011,2020,22,179,10256573
18175,1011,2020,20,88,3197378
18177,1011,2020,20,255,10634227
18179,1011,2020,24,175,6931267
18181,1011,2020,43,402,15959517
18183,1011,2020,13,94,2438054
18999,1011,2020,45,0,0
19001,1011,2020,25,200,7893560
19003,1011,2020,13,65,2439360
19005,1011,2020,35,294,10367677
19007,1011,2020,6,44,1917016
19009,1011,2020,17,343,13264040
19011,1011,2020,40,211,7769974
19013,1011,2020,46,256,10597945
19015,1011,2020,32,236,10987020
19017,1011,2020,21,94,3788203
19019,1011,2020,39,238,10614031
19021,1011,2020,40,643,32001286
19023,1011,2020,30,132,5330089
19025,1011,2020,17,78,2715290
19027,1011,2020,49,316,14418328
19029,1011,2020,26,156,6211627
19031,1011,2020,40,179,8454311
19033,1011,2020,27,153,6018271
19035,1011,2020,38,182,8011087
19037,1011,2020,25,226,9997406
19039,1011,2020,10,0,0
19041,1011,2020,38,241,11321304
19043,1011,2020,35,341,14805420
19045,1011,2020,31,238,10818595
19047,1011,2020,14,50,2254655
19049,1011,2020,40,597,30348672
19051,1011,2020,15,125,5517960
19053,1011,2020,18,129,5053778
