county_fips,industry_code,year,bls_annual_establishments,bls_annual_employment,bls_total_annual_wages
30057,1012,2022,92,283,18307063
30059,1012,2022,17,7,374231
30061,1012,2022,28,93,4580976
30063,1012,2022,648,4009,249741480
30065,1012,2022,19,53,2401478
30067,1012,2022,168,510,28813025
30069,1012,2022,3,2,159587
30071,1012,2022,20,61,2974629
30073,1012,2022,28,130,6176278
30075,1012,2022,15,8,476950
30077,1012,2022,28,7,464720
30079,1012,2022,5,9,611335
30081,1012,2022,424,1208,59566297
30083,1012,2022,77,380,25550597
30085,1012,2022,23,101,4761283
30087,1012,2022,27,11,932950
30089,1012,2022,78,184,8155837
30091,1012,2022,16,3,364969
30093,1012,2022,122,722,40223179
30095,1012,2022,54,4,476889
30097,1012,2022,42,116,5300321
30099,1012,2022,41,103,4222658
30101,1012,2022,17,18,699159
30103,1012,2022,2,0,0
30105,1012,2022,40,124,6119333
30107,1012,2022,11,19,1157658
30109,1012,2022,1,8,409726
30111,1012,2022,922,6180,401400853
30999,1012,2022,371,1682,163272769
31001,1012,2022,104,940,57653508
31003,1012,2022,33,168,9625359
31005,1012,2022,1,0,0
31009,1012,2022,2,0,0
31011,1012,2022,23,89,4748379
31013,1012,2022,32,151,7095567
31015,1012,2022,6,10,260334
31017,1012,2022,17,64,2628413
31019,1012,2022,233,1321,72727885
31021,1012,2022,25,89,3195564
31023,1012,2022,32,1,53004
31025,1012,2022,138,443,21392348
31027,1012,2022,43,178,9216216
31029,1012,2022,14,45,1906048
31031,1012,2022,28,123,5395020
31033,1012,2022,17,120,7517852
31035,1012,2022,25,186,11486844
31037,1012,2022,27,0,0
31039,1012,2022,35,174,8291107
31041,1012,2022,47,1,14019
31043,1012,2022,64,527,33795954
31045,1012,2022,23,77,3321127
31047,1012,2022,70,351,16583200
31049,1012,2022,1,0,0
31051,1012,2022,23,147,11575779
31053,1012,2022,122,886,53681475
31055,1012,2022,1952,18415,1247633577
31057,1012,2022,6,15,676726
31059,1012,2022,18,177,11955642
31061,1012,2022,3,0,0
31063,1012,2022,7,0,0
31065,1012,2022,9,58,2887532
31067,1012,2022,87,377,16569370
31069,1012,2022,5,0,0
31071,1012,2022,12,24,857661
31073,1012,2022,10,0,0
31075,1012,2022,4,0,0
31077,1012,2022,10,32,1377833
31079,1012,2022,243,1748,93802342
31081,1012,2022,39,176,9810495
31083,1012,2022,6,0,0
31085,1012,2022,2,0,0
31087,1012,2022,9,17,790718
31089,1012,2022,32,179,8792283
31091,1012,2022,4,0,0
31093,1012,2022,24,84,3429666
31095,1012,2022,25,170,9919965
31097,1012,2022,17,40,1484761
31099,1012,2022,20,76,2805359
31101,1012,2022,37,87,3312591
31103,1012,2022,1,0,0
31105,1012,2022,6,14,518648
31107,1012,2022,47,121,4802960
31109,1012,2022,1135,10159,615572560
31111,1012,2022,95,704,38312606
31113,1012,2022,3,0,0
31115,1012,2022,1,0,0
31119,1012,2022,150,1009,54626414
31121,1012,2022,35,255,17205400
31123,1012,2022,14,53,1793421
31125,1012,2022,10,20,790236
31127,1012,2022,16,51,2098054
31129,1012,2022,15,47,1689274
31131,1012,2022,71,387,20868007
31133,1012,2022,11,0,0
31135,1012,2022,20,92,4860975
31137,1012,2022,33,212,11031146
31139,1012,2022,36,198,10303886
31141,1012,2022,129,1113,67277336
31143,1012,2022,18,52,2312763
31145,1012,2022,35,188,8515335
31147,1012,2022,28,75,2942005
31149,1012,2022,3,0,0
31151,1012,2022,38,137,6093602
31153,1012,2022,690,8426,572034694
31155,1012,2022,93,622,36402190
31157,1012,2022,111,912,48002043
31159,1012,2022,86,484,26159767
31161,1012,2022,7,0,0
31163,1012,2022,10,24,822653
31167,1012,2022,14,0,0
31169,1012,2022,28,93,4030875
31171,1012,2022,2,0,0
31173,1012,2022,11,49,2817237
31175,1012,2022,35,99,4031728
31177,1012,2022,139,820,51467042
31179,1012,2022,23,89,4019639
31181,1012,2022,11,0,0
31183,1012,2022,4,0,0
31185,1012,2022,59,302,17225842
31999,1012,2022,520,2801,216882829
32001,1012,2022,65,773,52235018
32003,1012,2022,3782,75511,5492542282
32005,1012,2022,235,1614,101133152
32007,1012,2022,127,1755,125060760
32009,1012,2022,4,0,0
32011,1012,2022,1,0,0
32013,1012,2022,37,251,16235876
32015,1012,2022,9,0,0
32017,1012,2022,10,0,0
32019,1012,2022,143,1066,70136247
32021,1012,2022,6,42,2208472
32023,1012,2022,99,778,40810528
32027,1012,2022,3,0,0
32029,1012,2022,40,759,73769197
32031,1012,2022,1398,20485,1488556717
32033,1012,2022,22,8,289530
32510,1012,2022,183,1455,90894131
32999,1012,2022,58,233,19391230
33001,1012,2022,310,1514,111852824
33003,1012,2022,283,1241,73376815
33005,1012,2022,308,1784,120298758
33007,1012,2022,107,477,41152632
33009,1012,2022,336,1659,100610968
33011,1012,2022,1377,8731,687960302
33013,1012,2022,614,3979,295610234
33015,1012,2022,1200,7708,590328475
33017,1012,2022,354,1759,119965515
33019,1012,2022,142,604,35298171
33999,1012,2022,456,1291,126962308
34001,1012,2022,708,6053,445074008
34003,1012,2022,2580,16388,1341718833
34005,1012,2022,969,7737,636448175
34007,1012,2022,1026,8990,709915631
34009,1012,2022,468,2598,154957248
34011,1012,2022,274,3158,251574610
34013,1012,2022,1542,10347,850697824
34015,1012,2022,716,6076,469148125
34017,1012,2022,760,4520,393781782
34019,1012,2022,453,3152,274581651
34021,1012,2022,712,6818,577304197
34023,1012,2022,1480,14938,1323148473
34025,1012,2022,1938,15543,1284949441
34027,1012,2022,1535,11949,1050651246
34029,1012,2022,1787,10335,663519330
34031,1012,2022,1234,8021,631960557
34033,1012,2022,119,1340,113862885
34035,1012,2022,809,7444,676710624
34037,1012,2022,443,2119,152228755
34039,1012,2022,1349,9540,810669540
34041,1012,2022,302,1178,82723821
34999,1012,2022,1638,6911,676032723
35001,1012,2022,1751,21915,1327872090
35003,1012,2022,14,52,1875339
35005,1012,2022,145,924,45525551
35006,1012,2022,46,281,14483047
35007,1012,2022,59,216,8899760
35009,1012,2022,120,1093,50665515
35011,1012,2022,9,18,705943
35013,1012,2022,533,3936,189163876
35015,1012,2022,202,2746,195172671
35017,1012,2022,72,415,16560169
35019,1012,2022,18,73,3167837
35021,1012,2022,4,6,248590
35023,1012,2022,12,41,1705772
35025,1012,2022,200,2867,200623317
35027,1012,2022,114,389,14815026
35028,1012,2022,41,199,18822198
35029,1012,2022,50,522,34404148
35031,1012,2022,76,753,31282595
35033,1012,2022,10,24,1049755
35035,1012,2022,139,1059,51439621
35037,1012,2022,27,181,7429945
35039,1012,2022,91,451,27397437
35041,1012,2022,49,247,8365489
35043,1012,2022,292,2233,147622806
35045,1012,2022,276,3332,187591638
35047,1012,2022,61,416,20704901
35049,1012,2022,562,3280,167707796
35051,1012,2022,38,226,11233433
35053,1012,2022,22,76,3398857
35055,1012,2022,154,702,35292588
35057,1012,2022,41,202,9966015
35059,1012,2022,17,37,1608475
35061,1012,2022,198,2046,131535723
35999,1012,2022,405,2364,148578855
36001,1012,2022,732,7880,702001472
36003,1012,2022,75,404,24672576
36005,1012,2022,1374,10763,926155959
36007,1012,2022,389,3394,239258299
36009,1012,2022,123,686,43568232
36011,1012,2022,203,999,62022783
36013,1012,2022,276,1728,99816183
36015,1012,2022,138,1223,80978315
36017,1012,2022,85,496,25104281
36019,1012,2022,165,1501,127699661
36021,1012,2022,256,1165,65036060
36023,1012,2022,86,431,25829576
36025,1012,2022,108,509,34352466
36027,1012,2022,1023,5545,405718163
36029,1012,2022,2149,17560,1216936761
36031,1012,2022,147,641,33989095
36033,1012,2022,106,503,24943657
36035,1012,2022,121,501,29808158
36037,1012,2022,151,876,49184855
36039,1012,2022,161,489,23668471
36041,1012,2022,22,88,3181781
36043,1012,2022,132,648,45142528
36045,1012,2022,274,1629,103457317
36047,1012,2022,4602,30725,2177523881
36049,1012,2022,66,275,15614351
36051,1012,2022,155,1068,74779557
36053,1012,2022,168,747,44467414
36055,1012,2022,1603,15616,1082075190
36057,1012,2022,136,605,30483846
36059,1012,2022,4816,31982,2773923874
36061,1012,2022,2347,36309,4321736075
36063,1012,2022,516,2828,161738116
36065,1012,2022,437,2304,139587212
36067,1012,2022,1104,10343,783515961
36069,1012,2022,294,3458,277524242
36071,1012,2022,1274,7210,479427440
36073,1012,2022,87,374,20875459
36075,1012,2022,322,1877,135209103
36077,1012,2022,102,402,21898548
36079,1012,2022,597,2665,187539324
36081,1012,2022,5976,50915,4457894455
36083,1012,2022,381,2817,215419929
36085,1012,2022,1369,9667,778293122
36087,1012,2022,1243,8513,643981344
36089,1012,2022,190,1386,84367240
36091,1012,2022,646,5137,388578768
36093,1012,2022,348,2446,164266818
36095,1012,2022,78,438,31808272
36097,1012,2022,27,249,16795026
36099,1012,2022,60,269,16595245
36101,1012,2022,159,578,25670304
36103,1012,2022,7530,46635,3753498553
36105,1012,2022,251,1346,129647878
36107,1012,2022,86,415,22252374
36109,1012,2022,183,863,47144419
36111,1012,2022,619,2740,174140515
36113,1012,2022,196,1423,92458021
36115,1012,2022,144,865,60537750
36117,1012,2022,290,1345,77877093
36119,1012,2022,3765,27873,2335077013
36121,1012,2022,85,360,18722722
36123,1012,2022,79,399,20379724
36999,1012,2022,1682,10304,1002642641
37001,1012,2022,451,3058,166516877
37003,1012,2022,84,405,18748341
37005,1012,2022,52,140,5086393
37007,1012,2022,50,257,12297696
37009,1012,2022,111,785,50631786
37011,1012,2022,105,585,28846322
37013,1012,2022,124,774,45196337
37015,1012,2022,13,0,0
37017,1012,2022,60,302,14683855
37019,1012,2022,537,2761,153719001
37021,1012,2022,1112,6792,419604837
37023,1012,2022,165,715,35102267
37025,1012,2022,748,4869,297633645
37027,1012,2022,151,914,43831319
37029,1012,2022,26,82,4151175
37031,1012,2022,347,1527,76596268
37033,1012,2022,37,312,17642423
37035,1012,2022,455,3006,180999860
37037,1012,2022,241,1348,75262945
37039,1012,2022,109,432,20114666
37041,1012,2022,34,148,7394194
37043,1012,2022,51,191,10940212
37045,1012,2022,226,1787,95708877
37047,1012,2022,100,444,20541069
37049,1012,2022,230,1229,65701248
37051,1012,2022,580,5495,343025575
37053,1012,2022,140,587,29966565
37055,1012,2022,300,1165,61139707
37057,1012,2022,435,2223,109054144
37059,1012,2022,157,790,41267153
37061,1012,2022,120,661,32646018
37063,1012,2022,779,6053,436234150
37065,1012,2022,84,449,21658377
37067,1012,2022,972,7612,494725292
37069,1012,2022,254,1216,66569183
37071,1012,2022,596,4776,290160697
37073,1012,2022,17,0,0
37075,1012,2022,39,343,18958190
37077,1012,2022,156,871,49165527
37079,1012,2022,44,271,13956578
37081,1012,2022,1454,13675,956220940
37083,1012,2022,76,632,34272755
37085,1012,2022,344,1945,101173028
37087,1012,2022,220,926,46451923
37089,1012,2022,500,2434,136264376
37091,1012,2022,28,361,18386376
37093,1012,2022,74,386,19865733
37095,1012,2022,23,110,3923628
37097,1012,2022,712,5088,325428779
37099,1012,2022,187,711,33655713
37101,1012,2022,841,5142,301464408
37103,1012,2022,23,120,4852049
37105,1012,2022,185,1414,78861644
37107,1012,2022,154,1770,103602555
37109,1012,2022,328,1900,116087268
37111,1012,2022,105,608,27473900
37113,1012,2022,246,1037,47060931
37115,1012,2022,81,264,12135565
37117,1012,2022,31,214,11232704
37119,1012,2022,3802,37787,2974096657
37121,1012,2022,42,204,7979384
37123,1012,2022,67,486,27507451
37125,1012,2022,289,1760,100287863
37127,1012,2022,208,2035,127538973
37129,1012,2022,1097,9182,573670326
37131,1012,2022,34,214,14318291
37133,1012,2022,433,2762,149654313
37135,1012,2022,361,1830,115762708
37137,1012,2022,33,264,11635057
37139,1012,2022,85,537,26279938
37141,1012,2022,281,1105,57008987
37143,1012,2022,25,98,5502409
37145,1012,2022,97,567,34420441
37147,1012,2022,421,3611,206697110
37149,1012,2022,80,266,14023253
37151,1012,2022,352,2306,126620732
37153,1012,2022,83,474,27791299
37155,1012,2022,175,1152,62170182
37157,1012,2022,223,1452,79710718
37159,1012,2022,409,3184,189463021
37161,1012,2022,154,1169,69307564
37163,1012,2022,130,1080,54087726
37165,1012,2022,32,412,16183653
37167,1012,2022,230,1421,81380840
37169,1012,2022,131,599,28707672
37171,1012,2022,225,3067,192355832
37173,1012,2022,50,174,9184741
37175,1012,2022,192,723,34993829
37177,1012,2022,10,65,2451723
37179,1012,2022,1058,7822,578478009
37181,1012,2022,84,335,16177704
37183,1012,2022,4076,39461,3000945101
37185,1012,2022,40,83,3365564
37187,1012,2022,7,31,1396656
37189,1012,2022,244,1067,52224864
37191,1012,2022,233,1994,116717801
37193,1012,2022,139,665,31552918
37195,1012,2022,225,2894,184566773
37197,1012,2022,98,844,47885488
37199,1012,2022,56,341,16865423
37999,1012,2022,1547,8150,682404836
38001,1012,2022,9,24,1746824
38003,1012,2022,50,322,19652118
38005,1012,2022,12,123,8404678
38007,1012,2022,4,9,357415
38009,1012,2022,38,95,4253811
38011,1012,2022,16,47,2887007
38013,1012,2022,9,10,785111
38015,1012,2022,453,3476,225546517
38017,1012,2022,908,8118,572526224
38019,1012,2022,16,68,4098266
38021,1012,2022,17,41,2089345
38023,1012,2022,12,1,63850
38025,1012,2022,23,177,14189001
38027,1012,2022,13,36,1216719
38029,1012,2022,13,0,0
38031,1012,2022,18,56,2957448
38033,1012,2022,16,26,1285642
38035,1012,2022,260,2398,157042455
38037,1012,2022,8,8,303133
38039,1012,2022,10,0,0
38041,1012,2022,4,0,0
38043,1012,2022,9,21,1021356
38045,1012,2022,16,27,1165711
38047,1012,2022,12,0,14358
38049,1012,2022,24,33,1584913
38051,1012,2022,13,25,1056014
38053,1012,2022,128,0,2565
38055,1012,2022,50,207,12214316
38057,1012,2022,42,230,16266761
38059,1012,2022,176,894,54550983
38061,1012,2022,46,2,158626
38063,1012,2022,18,57,2919560
38065,1012,2022,11,0,10349
38067,1012,2022,22,138,10994505
38069,1012,2022,24,74,3688189
38071,1012,2022,47,223,12116552
38073,1012,2022,17,57,3212594
38075,1012,2022,8,35,2062118
38077,1012,2022,72,350,20311184
38079,1012,2022,40,123,4834352
38081,1012,2022,12,122,7484163
38083,1012,2022,7,10,334029
38085,1012,2022,9,8,266131
38087,1012,2022,1,0,0
38089,1012,2022,170,1526,120703608
38091,1012,2022,6,89,6282184
38093,1012,2022,102,630,40138369
38095,1012,2022,5,1,41338
38097,1012,2022,39,195,13262932
38099,1012,2022,42,133,7395957
38101,1012,2022,304,2198,146505224
38103,1012,2022,21,35,1453457
38105,1012,2022,227,2133,198451929
38999,1012,2022,72,141,13649770
39001,1012,2022,77,308,19657246
39003,1012,2022,216,2003,124238599
39005,1012,2022,96,811,50990006
39007,1012,2022,197,1314,78606851
39009,1012,2022,109,619,30671323
39011,1012,2022,100,1067,66678981
39013,1012,2022,140,1112,70669554
39015,1012,2022,77,337,18624326
39017,1012,2022,677,8357,589608378
39019,1012,2022,64,493,29971693
39021,1012,2022,61,218,11433042
39023,1012,2022,199,1208,69752571
39025,1012,2022,505,3743,219977350
39027,1012,2022,80,524,29365733
39029,1012,2022,199,1183,65612267
39031,1012,2022,63,432,23511797
39033,1012,2022,93,508,27472144
39035,1012,2022,2297,23278,1749560302
39037,1012,2022,166,879,48509008
39039,1012,2022,68,416,23295878
39041,1012,2022,474,3578,275672512
39043,1012,2022,158,1058,61414709
39045,1012,2022,370,2981,187823079
39047,1012,2022,54,319,20434062
39049,1012,2022,2216,32401,2619870902
39051,1012,2022,141,811,70947224
39053,1012,2022,61,641,31728118
39055,1012,2022,458,2602,160318737
39057,1012,2022,269,1797,108562980
39059,1012,2022,74,475,29019187
39061,1012,2022,1710,24154,1755352427
39063,1012,2022,137,1340,92112910
39065,1012,2022,44,166,6624486
39067,1012,2022,40,171,10090839
39069,1012,2022,71,725,49320897
39071,1012,2022,86,528,29143799
39073,1012,2022,72,322,15442554
39075,1012,2022,322,2390,144198891
39077,1012,2022,152,1657,131354562
39079,1012,2022,52,538,36007543
39081,1012,2022,134,1182,76200703
39083,1012,2022,126,1109,73680490
39085,1012,2022,655,4371,287468452
39087,1012,2022,94,865,53344468
39089,1012,2022,401,3660,235538110
39091,1012,2022,81,616,44270969
39093,1012,2022,653,4758,282173044
39095,1012,2022,757,8625,646091093
39097,1012,2022,141,741,41457019
39099,1012,2022,500,4894,327359904
39101,1012,2022,89,538,31066734
39103,1012,2022,544,4446,319240058
39105,1012,2022,45,246,11428768
39107,1012,2022,125,1096,65360169
39109,1012,2022,260,2187,133514227
39111,1012,2022,47,223,14962076
39113,1012,2022,853,10076,681529177
39115,1012,2022,27,104,4936576
39117,1012,2022,97,448,21507991
39119,1012,2022,186,1369,76673258
39121,1012,2022,34,144,6939214
39123,1012,2022,103,737,46920471
39125,1012,2022,33,125,6182276
39127,1012,2022,56,431,48541270
39129,1012,2022,125,1187,73681077
39131,1012,2022,40,403,21065185
39133,1012,2022,377,2329,147393304
39135,1012,2022,95,469,23765559
39137,1012,2022,128,1009,55983792
39139,1012,2022,274,2229,139761587
39141,1012,2022,124,1096,69979574
39143,1012,2022,153,966,61587736
39145,1012,2022,126,799,45084998
39147,1012,2022,111,879,53541385
39149,1012,2022,111,1465,99863372
39151,1012,2022,848,7290,493920542
39153,1012,2022,1107,12273,884872856
39155,1012,2022,425,3000,179931860
39157,1012,2022,248,1590,91370469
39159,1012,2022,147,1234,84045076
39161,1012,2022,46,273,13057597
39163,1012,2022,19,76,3416546
39165,1012,2022,427,4253,304219158
39167,1012,2022,159,1610,99775910
39169,1012,2022,370,2502,149093858
39171,1012,2022,78,482,30066840
39173,1012,2022,249,4810,397138107
39175,1012,2022,59,877,65931843
39999,1012,2022,1098,6325,540769985
40001,1012,2022,30,92,3559107
40003,1012,2022,15,64,4605654
40005,1012,2022,21,122,6577014
40007,1012,2022,17,206,11642698
40009,1012,2022,44,539,33962177
40011,1012,2022,29,69,3256593
40013,1012,2022,101,584,32783237
40015,1012,2022,49,370,25801047
40017,1012,2022,475,2276,126737665
40019,1012,2022,125,1015,54984162
40021,1012,2022,82,388,18283088
40023,1012,2022,28,176,8831061
40025,1012,2022,7,0,0
40027,1012,2022,694,4992,287346303
40029,1012,2022,12,64,4280432
40031,1012,2022,208,1355,62195720
40033,1012,2022,9,165,10929699
40035,1012,2022,31,101,5490088
40037,1012,2022,210,1927,114317529
40039,1012,2022,89,623,33653158
40041,1012,2022,99,582,31076271
40043,1012,2022,17,43,1641182
40045,1012,2022,9,19,631927
40047,1012,2022,158,989,54785595
40049,1012,2022,95,613,40414329
40051,1012,2022,168,1008,52795440
40053,1012,2022,12,106,7038491
40055,1012,2022,9,13,572003
40057,1012,2022,6,0,0
40059,1012,2022,6,19,819779
40061,1012,2022,23,118,5614758
40063,1012,2022,16,29,1338740
40065,1012,2022,37,138,5661237
40067,1012,2022,5,15,566861
40069,1012,2022,29,115,6057908
40071,1012,2022,128,962,57320817
40073,1012,2022,61,460,27667368
40075,1012,2022,17,52,1969423
40077,1012,2022,22,165,9250506
40079,1012,2022,90,446,19868284
40081,1012,2022,106,764,49659705
40083,1012,2022,138,735,37344765
40085,1012,2022,23,82,4172316
40087,1012,2022,210,1569,81098986
40089,1012,2022,69,700,38192022
40091,1012,2022,28,126,6037171
40093,1012,2022,30,140,6782706
40095,1012,2022,23,127,7454676
40097,1012,2022,126,963,60172775
40099,1012,2022,29,275,14117854
40101,1012,2022,144,1074,59700784
40103,1012,2022,22,178,8836665
40105,1012,2022,16,47,1752666
40107,1012,2022,13,41,1961112
40109,1012,2022,2478,21818,1372576951
40111,1012,2022,61,275,13378681
40113,1012,2022,57,467,23484702
40115,1012,2022,76,326,14886569
40117,1012,2022,33,113,5257241
40119,1012,2022,225,1373,72748922
40121,1012,2022,58,387,21325015
40123,1012,2022,78,556,30135023
40125,1012,2022,135,592,27173509
40127,1012,2022,16,157,10532180
40129,1012,2022,7,0,0
40131,1012,2022,288,1989,115462062
40133,1012,2022,46,264,13973893
40135,1012,2022,59,276,12895389
40137,1012,2022,86,638,33265698
40139,1012,2022,70,0,0
40141,1012,2022,11,0,0
40143,1012,2022,2037,18941,1164599049
40145,1012,2022,133,1390,94866682
40147,1012,2022,110,706,38112019
40149,1012,2022,21,123,7528572
40151,1012,2022,24,76,3114860
40153,1012,2022,70,647,34040235
40999,1012,2022,302,1598,119382021
41001,1012,2022,83,311,13377852
41003,1012,2022,222,1273,80631381
41005,1012,2022,2066,15485,1128457857
41007,1012,2022,229,1080,61215016
41009,1012,2022,170,716,45838902
41011,1012,2022,206,1070,61941111
41013,1012,2022,126,910,92927132
41015,1012,2022,110,449,22309151
41017,1012,2022,1432,8230,564813637
41019,1012,2022,360,1989,116344666
41021,1012,2022,14,111,11355470
41023,1012,2022,38,83,3440173
41025,1012,2022,39,117,5138198
41027,1012,2022,126,521,29161252
41029,1012,2022,908,5662,342016841
41031,1012,2022,62,169,8348626
41033,1012,2022,309,1248,61763832
41035,1012,2022,236,1212,66561469
41037,1012,2022,29,101,5093429
41039,1012,2022,1244,8238,515179570
41041,1012,2022,212,834,42956046
41043,1012,2022,444,3244,215117584
41045,1012,2022,91,342,17914291
41047,1012,2022,1638,12920,889906808
41049,1012,2022,44,188,17627319
41051,1012,2022,2254,25951,2474585899
41053,1012,2022,268,1246,73014957
41055,1012,2022,15,87,7056275
41057,1012,2022,112,478,33672535
41059,1012,2022,245,1377,84562464
41061,1012,2022,117,721,40979069
41063,1012,2022,64,211,10854777
41065,1012,2022,100,469,31208287
41067,1012,2022,1989,18808,1573666450
41069,1012,2022,2,0,0
41071,1012,2022,424,2109,130869618
41999,1012,2022,566,0,0
42001,1012,2022,230,1624,112050003
42003,1012,2022,2781,30233,2332089964
42005,1012,2022,125,888,51308049
42007,1012,2022,374,3971,384187295
42009,1012,2022,119,1189,73625200
42011,1012,2022,866,7422,530199193
42013,1012,2022,309,2523,131005792
42015,1012,2022,116,629,35671001
42017,1012,2022,2561,16804,1291134134
42019,1012,2022,547,4604,314275586
42021,1012,2022,218,1520,81788002
42023,1012,2022,12,21,686258
42025,1012,2022,129,505,27439764
42027,1012,2022,292,2866,181805669
42029,1012,2022,1475,12281,1010391178
42031,1012,2022,85,564,31785474
42033,1012,2022,138,689,36954664
42035,1012,2022,112,668,35654460
42037,1012,2022,135,1079,64436180
42039,1012,2022,161,837,42038599
42041,1012,2022,459,4911,339038190
42043,1012,2022,472,5825,424910355
42045,1012,2022,1409,12117,1055801665
42047,1012,2022,84,492,26217808
42049,1012,2022,493,4131,232191338
42051,1012,2022,236,1497,82406387
42053,1012,2022,15,32,1395810
42055,1012,2022,312,2348,135991257
42057,1012,2022,36,352,23558925
42059,1012,2022,67,861,57077263
42061,1012,2022,91,593,30742080
42063,1012,2022,163,1137,68780812
42065,1012,2022,91,498,24101214
42067,1012,2022,66,318,15050717
42069,1012,2022,469,3667,243859591
42071,1012,2022,1919,18108,1267476559
42073,1012,2022,200,1747,120358083
42075,1012,2022,294,2069,133783189
42077,1012,2022,692,7203,539850041
42079,1012,2022,594,5464,356075869
42081,1012,2022,237,1841,108692883
42083,1012,2022,72,513,26735751
42085,1012,2022,223,1462,83157996
42087,1012,2022,108,758,44431252
42089,1012,2022,349,1746,92817449
42091,1012,2022,2504,25271,2336253273
42093,1012,2022,25,116,5231498
42095,1012,2022,614,4207,306800551
42097,1012,2022,149,1128,63110761
42099,1012,2022,148,749,39940699
42101,1012,2022,1739,11939,1060086423
42103,1012,2022,129,375,19584521
42105,1012,2022,25,144,8683274
42107,1012,2022,221,1755,111091985
42109,1012,2022,96,600,32435103
42111,1012,2022,179,1003,51189227
42113,1012,2022,14,68,3301137
42115,1012,2022,93,445,26554319
42117,1012,2022,67,356,19513726
42119,1012,2022,90,654,39683253
42121,1012,2022,89,428,19473280
42123,1012,2022,62,256,11076482
42125,1012,2022,652,7074,520997961
42127,1012,2022,170,1180,70022210
42129,1012,2022,905,6957,443856185
42131,1012,2022,70,534,31745836
42133,1012,2022,915,11485,828336501
42999,1012,2022,1899,12195,1279400933
44001,1012,2022,209,98,5183781
44003,1012,2022,595,3567,245956453
44005,1012,2022,372,1787,115645352
44007,1012,2022,2067,12254,924284261
44009,1012,2022,595,2808,196072394
44999,1012,2022,253,0,0
45001,1012,2022,41,132,5919466
45003,1012,2022,313,5463,429435165
45005,1012,2022,5,0,0
45007,1012,2022,405,2963,165890448
45009,1012,2022,12,53,1764513
45011,1012,2022,23,167,10077782
45013,1012,2022,827,4394,270400253
45015,1012,2022,510,3687,234263317
45017,1012,2022,33,402,21542048
45019,1012,2022,1611,14511,1089815511
45021,1012,2022,80,685,42340934
45023,1012,2022,51,548,33974372
45025,1012,2022,53,438,16755033
45027,1012,2022,37,117,4957104
45029,1012,2022,84,529,28302387
45031,1012,2022,70,1563,79589058
45033,1012,2022,20,88,3220785
45035,1012,2022,345,2144,121764323
45037,1012,2022,47,273,13943856
45039,1012,2022,26,116,6171172
45041,1012,2022,219,1594,89729688
45043,1012,2022,212,1264,68430444
45045,1012,2022,1577,14810,1116518420
45047,1012,2022,117,1048,54324830
45049,1012,2022,38,212,11812070
45051,1012,2022,1177,8282,464669722
45053,1012,2022,162,1662,113628711
45055,1012,2022,151,1086,54354788
45057,1012,2022,140,920,54748312
45059,1012,2022,79,640,32530396
45061,1012,2022,15,46,1769847
45063,1012,2022,867,7119,417700671
45065,1012,2022,24,90,4189696
45067,1012,2022,27,226,10716635
45069,1012,2022,15,58,2738439
45071,1012,2022,94,728,39878334
45073,1012,2022,260,1532,82734569
45075,1012,2022,109,678,42173449
45077,1012,2022,306,1379,70093205
45079,1012,2022,691,6812,473905038
45081,1012,2022,26,126,5923116
45083,1012,2022,667,6741,426316403
45085,1012,2022,178,2417,151349870
45087,1012,2022,32,155,7447081
45089,1012,2022,45,426,21756424
45091,1012,2022,683,4749,309269151
45999,1012,2022,1558,0,0
46003,1012,2022,13,35,1602065
46005,1012,2022,77,372,23113751
46007,1012,2022,12,99,3792854
46009,1012,2022,21,45,1937103
46011,1012,2022,141,841,45925621
46013,1012,2022,177,959,54065532
46015,1012,2022,24,60,2288991
46017,1012,2022,2,0,0
46019,1012,2022,77,189,7725522
46021,1012,2022,5,6,252223
46023,1012,2022,38,212,11740761
46025,1012,2022,24,92,3774207
46027,1012,2022,45,178,8809104
46029,1012,2022,159,855,50865604
46031,1012,2022,5,0,0
46033,1012,2022,55,176,7252455
46035,1012,2022,81,759,47833532
46037,1012,2022,25,93,4435323
46039,1012,2022,34,144,7717067
46041,1012,2022,16,62,2386843
46043,1012,2022,16,67,4088809
46045,1012,2022,17,56,2789417
46047,1012,2022,37,108,4722193
46049,1012,2022,10,0,0
46051,1012,2022,51,243,15267944
46053,1012,2022,21,82,3170916
46055,1012,2022,12,22,929851
46057,1012,2022,68,393,21041572
46059,1012,2022,17,30,1453442
46061,1012,2022,19,83,3796563
46063,1012,2022,11,77,3787721
46065,1012,2022,89,396,21933831
46067,1012,2022,29,59,3361467
46069,1012,2022,5,0,0
46071,1012,2022,12,20,650228
46073,1012,2022,9,18,516827
46075,1012,2022,2,0,0
46077,1012,2022,31,177,7667282
46079,1012,2022,50,222,12651704
46081,1012,2022,199,834,43898667
46083,1012,2022,346,2668,166084132
46085,1012,2022,16,35,986382
46087,1012,2022,32,151,9511716
46089,1012,2022,8,11,427645
46091,1012,2022,24,116,5522248
46093,1012,2022,163,878,46832648
46095,1012,2022,2,0,0
46097,1012,2022,6,31,1461608
46099,1012,2022,910,7569,494554089
46101,1012,2022,30,217,12605638
46102,1012,2022,13,66,1872631
46103,1012,2022,590,4339,251643996
46105,1012,2022,11,48,2182446
46107,1012,2022,12,0,0
46109,1012,2022,33,57,2087440
46111,1012,2022,10,66,3375801
46115,1012,2022,25,109,5074083
46117,1012,2022,30,281,16477951
