county_fips,year,bls_labor_force,bls_employed
35001,2021,333979,312357
35003,2021,1174,1097
35005,2021,27857,25822
35006,2021,8751,7901
35007,2021,5526,5176
35009,2021,22200,21045
35011,2021,687,650
35013,2021,98454,91646
35015,2021,31484,29396
35017,2021,11456,10595
35019,2021,1601,1483
35021,2021,281,267
35023,2021,1888,1780
35025,2021,27977,25242
35027,2021,8773,8091
35028,2021,10011,9689
35029,2021,10140,8593
35031,2021,23301,20984
35033,2021,1990,1859
35035,2021,25262,23531
35037,2021,2948,2729
35039,2021,16486,15271
35041,2021,7858,7393
35043,2021,67645,63001
35045,2021,49182,45071
35047,2021,10347,9557
35049,2021,72300,67643
35051,2021,4094,3751
35053,2021,6194,5783
35055,2021,14728,13380
35057,2021,5407,4965
35059,2021,1565,1494
35061,2021,30873,28667
36001,2021,157766,150727
36003,2021,19163,18191
36005,2021,614132,528957
36007,2021,82132,77785
36009,2021,33127,31353
36011,2021,35482,33785
36013,2021,53344,50354
36015,2021,34850,33005
36017,2021,21943,20967
36019,2021,35492,33823
36021,2021,30463,29281
36023,2021,22466,21318
36025,2021,18746,17850
36027,2021,143707,137228
36029,2021,440742,416660
36031,2021,16786,15977
36033,2021,19230,18304
36035,2021,22454,21200
36037,2021,29471,28194
36039,2021,20376,19349
36041,2021,2212,2111
36043,2021,27585,25967
36045,2021,43904,41648
36047,2021,1207334,1081803
36049,2021,11584,10991
36051,2021,30007,28682
36053,2021,32437,30938
36055,2021,362432,343509
36057,2021,22065,20808
36059,2021,713300,681033
36061,2021,904495,833890
36063,2021,97351,91822
36065,2021,100451,95280
36067,2021,221382,210380
36069,2021,55292,52894
36071,2021,186040,177197
36073,2021,17078,16183
36075,2021,52208,49299
36077,2021,26975,25750
36079,2021,50882,48734
36081,2021,1140450,1028039
36083,2021,81376,77764
36085,2021,223872,203690
36087,2021,155696,148767
36089,2021,43269,41016
36091,2021,120216,115584
36093,2021,77334,73486
36095,2021,14630,13952
36097,2021,8115,7710
36099,2021,15133,14410
36101,2021,41732,39625
36103,2021,781899,745778
36105,2021,36438,34638
36107,2021,22169,21174
36109,2021,49565,47684
36111,2021,86975,82863
36113,2021,31174,29625
36115,2021,27517,26234
36117,2021,43105,41147
36119,2021,485835,462281
36121,2021,17977,17155
36123,2021,11600,11148
37001,2021,80769,76817
37003,2021,17320,16577
37005,2021,4213,4013
37007,2021,10052,9409
37009,2021,12551,12039
37011,2021,7325,7026
37013,2021,19383,18426
37015,2021,7132,6700
37017,2021,14175,13342
37019,2021,53830,50546
37021,2021,136131,130348
37023,2021,39354,37536
37025,2021,109954,105068
37027,2021,35147,33389
37029,2021,4498,4313
37031,2021,31036,29722
37033,2021,9378,8870
37035,2021,76606,72986
37037,2021,35559,34229
37039,2021,10553,10013
37041,2021,5470,5193
37043,2021,3945,3744
37045,2021,47529,44980
37047,2021,22253,20851
37049,2021,40818,38875
37051,2021,125099,116485
37053,2021,14195,13601
37055,2021,19596,18427
37057,2021,78573,74924
37059,2021,19998,19121
37061,2021,24076,22986
37063,2021,170530,163236
37065,2021,20260,18546
37067,2021,182288,173169
37069,2021,31984,30447
37071,2021,109190,103494
37073,2021,4956,4737
37075,2021,2997,2789
37077,2021,29145,27946
37079,2021,9287,8895
37081,2021,252984,238606
37083,2021,19077,17651
37085,2021,52761,49920
37087,2021,28898,27648
37089,2021,53056,50850
37091,2021,8468,7906
37093,2021,19820,18535
37095,2021,1746,1630
37097,2021,89852,85656
37099,2021,19329,18433
37101,2021,101471,97112
37103,2021,4165,3985
37105,2021,25116,23733
37107,2021,26749,25395
37109,2021,43938,42122
37111,2021,19844,18930
37113,2021,15252,14593
37115,2021,9627,9207
37117,2021,8478,7993
37119,2021,620295,589814
37121,2021,5886,5577
37123,2021,10965,10440
37125,2021,40034,38155
37127,2021,42085,39414
37129,2021,122169,116878
37131,2021,7146,6694
37133,2021,65377,61961
37135,2021,77332,74520
37137,2021,5312,5079
37139,2021,16203,15313
37141,2021,28943,27691
37143,2021,4807,4544
37145,2021,17981,17054
37147,2021,84661,80188
37149,2021,9008,8578
37151,2021,63213,60185
37153,2021,16250,15066
37155,2021,47790,44164
37157,2021,38328,36176
37159,2021,64472,61193
37161,2021,23961,22403
37163,2021,27608,26331
37165,2021,11006,9963
37167,2021,29379,28072
37169,2021,20864,19959
37171,2021,31811,30390
37173,2021,6769,6457
37175,2021,14086,13493
37177,2021,1279,1190
37179,2021,123221,118322
37181,2021,16576,15263
37183,2021,592680,568603
37185,2021,6351,5856
37187,2021,4257,3961
37189,2021,28110,27041
37191,2021,50183,47598
37193,2021,26941,25634
37195,2021,33230,30980
37197,2021,16974,16237
37199,2021,7957,7606
38001,2021,973,945
38003,2021,5191,5056
38005,2021,2299,2205
38007,2021,455,444
38009,2021,2986,2870
38011,2021,1597,1564
38013,2021,1052,1015
38015,2021,51892,50551
38017,2021,107750,105167
38019,2021,1882,1835
38021,2021,2278,2227
38023,2021,1445,1416
38025,2021,3074,2990
38027,2021,1196,1157
38029,2021,1476,1420
38031,2021,1517,1482
38033,2021,850,831
38035,2021,37159,36171
38037,2021,1240,1213
38039,2021,1031,1007
38041,2021,1392,1355
38043,2021,1322,1266
38045,2021,2057,2019
38047,2021,871,849
38049,2021,3145,3033
38051,2021,1096,1065
38053,2021,8632,8252
38055,2021,4722,4578
38057,2021,3688,3547
38059,2021,17106,16565
38061,2021,6480,6293
38063,2021,1410,1367
38065,2021,877,849
38067,2021,3323,3191
38069,2021,1684,1637
38071,2021,5760,5605
38073,2021,2714,2656
38075,2021,1210,1176
38077,2021,8713,8514
38079,2021,4720,4315
38081,2021,2388,2335
38083,2021,664,636
38085,2021,1218,1181
38087,2021,359,351
38089,2021,17539,16871
38091,2021,939,916
38093,2021,10427,10166
38095,2021,1151,1120
38097,2021,4460,4348
38099,2021,5292,5094
38101,2021,31997,30876
38103,2021,1909,1844
38105,2021,20837,19725
39001,2021,10897,10202
39003,2021,47201,44464
39005,2021,26114,24963
39007,2021,42982,40594
39009,2021,25686,24245
39011,2021,24168,23259
39013,2021,27667,25955
39015,2021,19296,18256
39017,2021,194483,185665
39019,2021,12664,11946
39021,2021,19244,18383
39023,2021,62371,59027
39025,2021,106598,101943
39027,2021,17804,16819
39029,2021,45490,42852
39031,2021,13703,12896
39033,2021,17928,16873
39035,2021,595435,558382
39037,2021,25489,24480
39039,2021,17463,16633
39041,2021,113880,109721
39043,2021,36896,34536
39045,2021,79302,75810
39047,2021,13639,12977
39049,2021,704306,669207
39051,2021,21508,20482
39053,2021,12011,11322
39055,2021,47503,45590
39057,2021,81639,78052
39059,2021,17741,16742
39061,2021,413635,393436
39063,2021,40717,39015
39065,2021,13506,12797
39067,2021,6464,6060
39069,2021,12695,12032
39071,2021,17209,16215
39073,2021,12792,12169
39075,2021,21303,20700
39077,2021,27522,25904
39079,2021,12559,11778
39081,2021,27012,25242
39083,2021,30873,29604
39085,2021,122827,116768
39087,2021,23040,21837
39089,2021,90782,87016
39091,2021,22315,21377
39093,2021,151447,143041
39095,2021,203714,191012
39097,2021,20679,19872
39099,2021,98159,91907
39101,2021,27710,26388
39103,2021,95806,91780
39105,2021,8730,8148
39107,2021,22765,22042
39109,2021,53001,50704
39111,2021,5261,4872
39113,2021,245996,232159
39115,2021,6716,6295
39117,2021,16803,16035
39119,2021,40313,38231
39121,2021,4605,4292
39123,2021,20475,19221
39125,2021,8556,8183
39127,2021,15817,14928
39129,2021,26475,25279
39131,2021,10818,10130
39133,2021,84371,80349
39135,2021,21398,20526
39137,2021,18714,18069
39139,2021,51093,48219
39141,2021,34917,33207
39143,2021,30119,28531
39145,2021,29118,27299
39147,2021,26528,25255
39149,2021,23659,22658
39151,2021,181375,171855
39153,2021,263798,249374
39155,2021,82899,77564
39157,2021,44149,42085
39159,2021,29796,28731
39161,2021,14404,13828
39163,2021,5461,5120
39165,2021,120752,115880
39167,2021,26500,25011
39169,2021,59801,57613
39171,2021,18298,17501
39173,2021,68808,65823
39175,2021,12826,12369
40001,2021,8579,8250
40003,2021,2695,2628
40005,2021,5031,4781
40007,2021,2646,2598
40009,2021,9774,9338
40011,2021,4412,4276
40013,2021,22157,21392
40015,2021,12037,11567
40017,2021,78802,76145
40019,2021,21536,20543
40021,2021,20129,19257
40023,2021,5981,5657
40025,2021,1510,1482
40027,2021,145282,140381
40029,2021,2307,2199
40031,2021,48051,45995
40033,2021,2725,2608
40035,2021,5818,5597
40037,2021,31308,29917
40039,2021,15283,14763
40041,2021,19067,18402
40043,2021,2688,2610
40045,2021,2116,2054
40047,2021,26847,25871
40049,2021,12710,12211
40051,2021,26847,25872
40053,2021,2792,2718
40055,2021,1875,1776
40057,2021,1186,1154
40059,2021,1809,1762
40061,2021,4241,4009
40063,2021,5222,4942
40065,2021,10819,10493
40067,2021,2497,2394
40069,2021,3717,3538
40071,2021,18559,17716
40073,2021,8746,8506
40075,2021,3641,3512
40077,2021,3114,2881
40079,2021,19563,18622
40081,2021,15909,15316
40083,2021,22879,22096
40085,2021,6078,5909
40087,2021,20511,19841
40089,2021,15897,15165
40091,2021,7199,6748
40093,2021,3720,3600
40095,2021,7093,6822
40097,2021,19549,18781
40099,2021,6143,5892
40101,2021,29105,27783
40103,2021,5597,5447
40105,2021,4669,4497
40107,2021,4440,4215
40109,2021,392214,375578
40111,2021,15553,14712
40113,2021,20380,19478
40115,2021,14546,14057
40117,2021,7324,7007
40119,2021,38162,36860
40121,2021,16549,15643
40123,2021,19252,18576
40125,2021,32844,31512
40127,2021,4739,4528
40129,2021,1813,1758
40131,2021,45109,43439
40133,2021,9204,8719
40135,2021,16830,16073
40137,2021,18812,17933
40139,2021,11526,11302
40141,2021,2960,2825
40143,2021,325706,311951
40145,2021,38862,37412
40147,2021,22602,21705
40149,2021,5012,4788
40151,2021,4763,4658
40153,2021,8709,8329
41001,2021,7449,7066
41003,2021,47546,45668
41005,2021,222517,211796
41007,2021,19465,18320
41009,2021,24598,23197
41011,2021,26823,25156
41013,2021,10939,10213
41015,2021,9195,8592
41017,2021,102138,96769
41019,2021,47885,45105
41021,2021,943,898
41023,2021,3238,3023
41025,2021,3776,3583
41027,2021,14441,13792
41029,2021,106999,101199
41031,2021,10460,9792
41033,2021,36724,34465
41035,2021,29828,27844
41037,2021,3729,3525
41039,2021,182267,172299
41041,2021,21111,19704
41043,2021,60624,57255
41045,2021,12724,12167
41047,2021,167122,158642
41049,2021,5940,5667
41051,2021,460868,435841
41053,2021,41901,39873
41055,2021,963,922
41057,2021,12144,11483
41059,2021,37544,35580
41061,2021,12194,11516
41063,2021,3603,3407
41065,2021,13621,12914
41067,2021,327152,312877
41069,2021,723,699
41071,2021,55266,52654
42001,2021,54654,52389
42003,2021,633043,597285
42005,2021,31356,29150
42007,2021,81929,76502
42009,2021,23857,22536
42011,2021,212303,199444
42013,2021,59370,56054
42015,2021,28056,26590
42017,2021,344724,327726
42019,2021,98571,93403
42021,2021,55758,52107
42023,2021,2006,1863
42025,2021,32108,30102
42027,2021,76497,73190
42029,2021,288479,277135
42031,2021,16659,15649
42033,2021,35800,33472
42035,2021,17290,16213
42037,2021,33605,31776
42039,2021,38003,35654
42041,2021,132740,127006
42043,2021,144978,136522
42045,2021,297603,280436
42047,2021,14931,13982
42049,2021,126713,118159
42051,2021,55575,51095
42053,2021,1748,1613
42055,2021,77624,73901
42057,2021,7131,6715
42059,2021,15768,14703
42061,2021,19278,17969
42063,2021,37467,35006
42065,2021,19732,18532
42067,2021,12575,11984
42069,2021,103684,97124
42071,2021,286489,273305
42073,2021,39709,36914
42075,2021,73005,69287
42077,2021,196189,183868
42079,2021,157240,145327
42081,2021,55517,52057
42083,2021,17046,15952
42085,2021,48119,44953
42087,2021,21034,19845
42089,2021,81994,76201
42091,2021,458517,437315
42093,2021,9103,8732
42095,2021,162398,153394
42097,2021,42370,39714
42099,2021,24240,23174
42101,2021,722187,661918
42103,2021,25290,23584
42105,2021,7099,6644
42107,2021,65640,61529
42109,2021,19699,18744
42111,2021,32766,30712
42113,2021,2569,2392
42115,2021,20107,19080
42117,2021,18986,17817
42119,2021,19604,18743
42121,2021,21990,20595
42123,2021,18109,16976
42125,2021,105114,98656
42127,2021,22536,21155
42129,2021,176003,165668
42131,2021,13278,12497
42133,2021,236297,224335
44001,2021,26579,25330
44003,2021,93964,89147
44005,2021,45183,42981
44007,2021,336418,316460
44009,2021,70404,67009
45001,2021,9596,9166
45003,2021,73743,71274
45005,2021,2421,2239
45007,2021,90053,86763
45009,2021,4624,4290
45011,2021,7514,7042
45013,2021,75966,73363
45015,2021,106843,103019
45017,2021,6407,6124
45019,2021,210295,202844
45021,2021,24743,23526
45023,2021,13272,12520
45025,2021,21458,20513
45027,2021,12418,11826
45029,2021,16132,15439
45031,2021,29791,28473
45033,2021,13062,12323
45035,2021,77601,74829
45037,2021,10347,10000
45039,2021,9215,8694
45041,2021,65821,63197
45043,2021,25800,24592
45045,2021,255636,247052
45047,2021,30245,28902
45049,2021,7992,7711
45051,2021,147545,140214
45053,2021,13092,12650
45055,2021,29163,28095
45057,2021,42977,41152
45059,2021,29704,28451
45061,2021,6568,6213
45063,2021,149903,145398
45065,2021,3338,3182
45067,2021,12875,12057
45069,2021,8791,8142
45071,2021,19203,18579
45073,2021,34032,32809
45075,2021,33488,31201
45077,2021,56865,54913
45079,2021,196224,188308
45081,2021,8409,8146
45083,2021,155207,149151
45085,2021,42632,40714
45087,2021,11365,10656
45089,2021,11105,10446
45091,2021,145692,140418
46003,2021,1483,1454
46005,2021,9275,9052
46007,2021,1054,1016
46009,2021,2824,2756
46011,2021,18573,18070
46013,2021,20532,20009
46015,2021,2564,2510
46017,2021,697,666
46019,2021,5014,4871
46021,2021,773,752
46023,2021,3803,3684
46025,2021,1931,1870
46027,2021,7325,7141
46029,2021,15692,15284
46031,2021,1307,1255
46033,2021,4129,3989
46035,2021,10939,10683
46037,2021,2675,2579
46039,2021,2289,2208
46041,2021,2266,2155
46043,2021,1535,1503
46045,2021,2013,1968
46047,2021,3076,2971
46049,2021,1055,1031
46051,2021,4347,4222
46053,2021,2077,2028
46055,2021,1042,1018
46057,2021,3473,3396
46059,2021,1750,1714
46061,2021,1762,1702
46063,2021,712,696
46065,2021,9911,9706
46067,2021,3606,3511
46069,2021,655,640
46071,2021,1216,1170
46073,2021,1337,1314
46075,2021,520,506
46077,2021,2724,2658
46079,2021,6553,6385
46081,2021,13819,13463
46083,2021,36886,36121
46085,2021,1678,1615
46087,2021,3054,2983
46089,2021,964,931
46091,2021,2420,2348
46093,2021,14203,13839
46095,2021,725,697
46097,2021,1167,1137
46099,2021,114738,111975
46101,2021,4006,3912
46102,2021,3853,3572
46103,2021,58652,57071
46105,2021,1394,1359
46107,2021,1053,1026
46109,2021,4684,4503
46111,2021,1184,1154
46115,2021,3073,2991
46117,2021,1921,1873
46119,2021,811,785
46121,2021,3049,2924
46123,2021,3014,2954
46125,2021,4657,4553
46127,2021,8634,8375
46129,2021,2153,2054
46135,2021,11633,11364
46137,2021,947,911
47001,2021,34749,33350
47003,2021,21206,20292
47005,2021,6753,6415
47007,2021,4299,4063
47009,2021,64450,62113
47011,2021,50657,48488
47013,2021,14775,14037
47015,2021,6646,6409
47017,2021,11566,11020
47019,2021,24085,23025
47021,2021,21976,21257
47023,2021,8601,8306
47025,2021,12750,12200
47027,2021,2752,2601
47029,2021,14722,13872
47031,2021,25204,24127
47033,2021,6903,6647
47035,2021,22771,21643
47037,2021,403974,386391
47039,2021,4311,4054
47041,2021,7583,7216
47043,2021,27043,26082
47045,2021,16260,15487
47047,2021,19252,18421
47049,2021,7541,7223
47051,2021,19422,18635
47053,2021,21610,20647
47055,2021,14688,14027
47057,2021,9588,9163
47059,2021,28843,27520
47061,2021,4985,4700
47063,2021,27832,26661
47065,2021,181768,174011
47067,2021,2259,2145
47069,2021,8971,8413
47071,2021,10238,9758
47073,2021,23070,21995
47075,2021,7642,7179
47077,2021,11902,11360
47079,2021,13846,13255
47081,2021,11430,11010
47083,2021,3199,3038
47085,2021,8623,8271
47087,2021,4778,4561
47089,2021,24768,23699
47091,2021,7697,7411
47093,2021,246772,238320
47095,2021,1665,1563
47097,2021,9594,8999
47099,2021,19315,18445
47101,2021,5542,5267
47103,2021,16263,15577
47105,2021,23920,23062
47107,2021,22508,21438
47109,2021,8352,7889
47111,2021,11331,10896
47113,2021,49902,47583
47115,2021,12172,11616
47117,2021,15545,14809
47119,2021,52036,49440
47121,2021,5161,4899
47123,2021,20664,19842
47125,2021,87572,83443
47127,2021,3572,3473
47129,2021,7718,7368
47131,2021,12376,11776
47133,2021,9971,9594
47135,2021,2873,2657
47137,2021,2235,2147
47139,2021,7099,6792
47141,2021,35454,34072
47143,2021,13530,12850
47145,2021,23332,22362
47147,2021,37999,36677
47149,2021,189845,183004
47151,2021,8040,7613
47153,2021,6115,5829
47155,2021,54750,52515
47157,2021,446509,415413
47159,2021,9456,9124
47161,2021,5386,5153
47163,2021,68662,65625
47165,2021,105622,101936
47167,2021,27664,26420
47169,2021,5562,5348
47171,2021,7059,6699
47173,2021,7739,7412
47175,2021,2018,1914
47177,2021,16713,15883
47179,2021,61140,58854
47181,2021,6281,6013
47183,2021,15475,14859
47185,2021,11898,11411
47187,2021,133518,130004
47189,2021,79454,76782
48001,2021,23375,22240
48003,2021,9065,8547
48005,2021,35874,33563
48007,2021,9261,8593
48009,2021,3999,3829
48011,2021,925,892
48013,2021,22022,20683
48015,2021,13766,13002
48017,2021,2427,2306
48019,2021,10298,9807
48021,2021,45500,43453
48023,2021,1835,1772
48025,2021,9345,8551
48027,2021,148232,139665
48029,2021,951800,900953
48031,2021,6898,6665
48033,2021,598,585
48035,2021,8532,8140
48037,2021,38912,36617
48039,2021,180831,168591
48041,2021,123821,118762
48043,2021,4227,4034
48045,2021,585,557
48047,2021,2504,2277
48049,2021,15423,14619
48051,2021,8578,8155
48053,2021,24777,23840
48055,2021,20165,19171
48057,2021,12274,11670
48059,2021,6168,5878
48061,2021,176084,161984
48063,2021,5125,4821
48065,2021,2976,2859
48067,2021,12415,11593
48069,2021,3395,3275
48071,2021,20740,19056
48073,2021,20928,19597
48075,2021,3022,2912
48077,2021,4860,4618
48079,2021,1083,1015
48081,2021,1384,1318
48083,2021,2966,2789
48085,2021,600186,574037
48087,2021,1098,1050
48089,2021,9952,9476
48091,2021,79647,76016
48093,2021,6054,5773
48095,2021,1357,1299
48097,2021,19486,18499
48099,2021,24472,23069
48101,2021,636,608
48103,2021,1628,1477
48105,2021,1474,1376
48107,2021,2393,2259
48109,2021,1075,1023
48111,2021,3823,3720
48113,2021,1373693,1297412
48115,2021,4629,4314
48117,2021,8826,8498
48119,2021,2458,2337
48121,2021,529274,505915
48123,2021,9470,9009
48125,2021,690,654
48127,2021,5928,5599
48129,2021,1456,1395
48131,2021,5472,5034
48133,2021,7423,6997
48135,2021,80887,74420
48137,2021,1287,1232
48139,2021,99090,94587
48141,2021,366331,343774
48143,2021,20629,19692
48145,2021,6706,6350
48147,2021,17182,16483
48149,2021,11959,11443
48151,2021,1623,1554
48153,2021,2507,2363
48155,2021,589,569
48157,2021,409265,385179
48159,2021,5246,5014
48161,2021,6361,5903
48163,2021,9477,9022
48165,2021,9836,9384
48167,2021,165655,154797
48169,2021,2007,1908
48171,2021,14004,13532
48173,2021,817,792
48175,2021,3180,2974
48177,2021,9640,9223
48179,2021,7731,7223
48181,2021,65060,62019
48183,2021,56419,52829
48185,2021,11234,10492
48187,2021,82771,79063
48189,2021,11972,11245
48191,2021,1089,1029
48193,2021,3844,3686
48195,2021,2568,2488
48197,2021,1745,1670
48199,2021,24867,22916
48201,2021,2292623,2146642
48203,2021,28751,26869
48205,2021,2746,2686
48207,2021,2762,2651
48209,2021,130746,125340
48211,2021,1646,1573
48213,2021,38403,36417
48215,2021,367863,334443
48217,2021,16997,16144
48219,2021,10732,10099
48221,2021,29048,27543
48223,2021,17936,17152
48225,2021,10652,10134
48227,2021,13336,12481
48229,2021,1862,1755
48231,2021,45015,42678
48233,2021,8611,8099
48235,2021,783,745
48237,2021,3421,3234
48239,2021,7176,6816
48241,2021,12854,11625
48243,2021,1033,989
48245,2021,102002,92031
48247,2021,1864,1703
48249,2021,15643,14099
48251,2021,86254,82061
48253,2021,5756,5403
48255,2021,6870,6515
48257,2021,72056,68507
48259,2021,22942,22049
48261,2021,186,175
48263,2021,454,441
48265,2021,22219,21207
48267,2021,1887,1807
48269,2021,464,460
48271,2021,1254,1184
48273,2021,13245,12314
48275,2021,1477,1408
48277,2021,24675,23315
48279,2021,5243,4979
48281,2021,9338,8885
48283,2021,3811,3648
48285,2021,8689,8296
48287,2021,9023,8630
48289,2021,6215,5780
48291,2021,34962,31828
48293,2021,8536,8009
48295,2021,1513,1455
48297,2021,4952,4623
48299,2021,8993,8554
48301,2021,488,483
48303,2021,161486,154144
48305,2021,2818,2696
48307,2021,3183,2980
48309,2021,124620,118600
48311,2021,752,735
48313,2021,4705,4412
48315,2021,4266,3977
48317,2021,2630,2504
48319,2021,1805,1720
48321,2021,16578,15229
48323,2021,23814,20886
48325,2021,21983,20878
48327,2021,850,809
48329,2021,100142,94599
48331,2021,10246,9650
48333,2021,1925,1839
48335,2021,2354,2189
48337,2021,9317,8836
48339,2021,294875,277933
48341,2021,11115,10741
48343,2021,4629,4158
48345,2021,450,427
48347,2021,28417,26856
48349,2021,23748,22528
48351,2021,4913,4412
48353,2021,7204,6863
48355,2021,163762,152585
48357,2021,3988,3806
48359,2021,923,890
48361,2021,34980,31893
48363,2021,12990,12254
48365,2021,9765,9120
48367,2021,72181,68961
48369,2021,5017,4870
48371,2021,6243,5813
48373,2021,18696,17219
48375,2021,54571,52204
48377,2021,3113,2797
48379,2021,6363,6112
48381,2021,75044,72361
48383,2021,1675,1552
48385,2021,1150,1082
48387,2021,5338,5021
48389,2021,8545,8053
48391,2021,3045,2844
48393,2021,402,385
48395,2021,7719,7317
48397,2021,56784,54313
48399,2021,4674,4481
48401,2021,22145,20827
48403,2021,4000,3626
48405,2021,2981,2739
48407,2021,11935,11065
48409,2021,29397,26846
48411,2021,2218,2114
48413,2021,1197,1131
48415,2021,6136,5733
48417,2021,1860,1786
48419,2021,11519,10893
48421,2021,1392,1349
48423,2021,110555,104846
48425,2021,4433,4204
48427,2021,25542,21554
48429,2021,4207,3999
48431,2021,585,555
48433,2021,589,564
48435,2021,1163,1069
48437,2021,2599,2468
48439,2021,1108542,1049944
48441,2021,67530,64559
48443,2021,414,400
48445,2021,4807,4518
48447,2021,986,957
48449,2021,13632,12895
48451,2021,54828,52169
48453,2021,777556,746067
48455,2021,5383,4991
48457,2021,7397,6773
48459,2021,17634,16540
48461,2021,1780,1688
48463,2021,11328,10703
48465,2021,22253,20947
48467,2021,26968,25687
48469,2021,41138,38551
48471,2021,24049,22545
48473,2021,24905,23327
48475,2021,5935,5524
48477,2021,15324,14515
48479,2021,116381,109107
48481,2021,21210,20009
48483,2021,2076,1948
48485,2021,55642,52686
48487,2021,4931,4608
48489,2021,7052,6339
48491,2021,343600,329807
48493,2021,25169,24052
48495,2021,3750,3470
48497,2021,33255,31632
48499,2021,18160,17133
48501,2021,3299,3048
48503,2021,8116,7745
48505,2021,4590,4055
48507,2021,3281,2874
49001,2021,2836,2754
49003,2021,26926,26247
49005,2021,68871,67471
49007,2021,8436,8102
49009,2021,411,396
49011,2021,179395,174918
49013,2021,7760,7381
49015,2021,4450,4275
49017,2021,2782,2603
49019,2021,6608,6317
49021,2021,26472,25705
49023,2021,6157,6030
49025,2021,4026,3908
49027,2021,6050,5902
49029,2021,5784,5659
49031,2021,484,462
49033,2021,1277,1248
49035,2021,654622,636093
49037,2021,5488,5144
49039,2021,13068,12690
49041,2021,9998,9666
49043,2021,24992,24259
49045,2021,36852,35771
49047,2021,13502,12750
49049,2021,331915,323973
49051,2021,16979,16485
49053,2021,83867,81376
49055,2021,1482,1411
49057,2021,131842,127963
50001,2021,20445,19853
50003,2021,17336,16553
50005,2021,14365,13805
50007,2021,95264,92438
50009,2021,2674,2538
50011,2021,27395,26410
50013,2021,4041,3878
50015,2021,13744,13167
50017,2021,15568,15039
50019,2021,13053,12419
50021,2021,29625,28330
50023,2021,33177,32129
50025,2021,20896,19926
50027,2021,28679,27681
51001,2021,15338,14679
51003,2021,56218,54402
51005,2021,6552,6284
51007,2021,6072,5857
51009,2021,14515,13983
51011,2021,6998,6729
51013,2021,152177,147645
51015,2021,36795,35668
51017,2021,2244,2145
51019,2021,37712,36424
51021,2021,2741,2647
51023,2021,17171,16652
51025,2021,5754,5401
51027,2021,6145,5739
51029,2021,6284,5962
51031,2021,25298,24337
51033,2021,14855,14223
51035,2021,12758,12232
51036,2021,3491,3341
51037,2021,5250,5055
51041,2021,186665,179915
51043,2021,7458,7227
51045,2021,2248,2174
51047,2021,24788,23984
51049,2021,4590,4395
51051,2021,4652,4406
51053,2021,13401,12806
51057,2021,5409,5155
51059,2021,620929,599428
51061,2021,36584,35490
51063,2021,8216,7960
51065,2021,13761,13315
51067,2021,25828,24913
51069,2021,49636,48193
51071,2021,7797,7528
51073,2021,19118,18476
51075,2021,11399,11050
51077,2021,7740,7478
51079,2021,10305,9999
51081,2021,4287,4080
51083,2021,14962,14256
51085,2021,57744,56038
51087,2021,179139,172095
51089,2021,23534,22441
51091,2021,1237,1201
51093,2021,19307,18641
51095,2021,36365,34940
51097,2021,3834,3713
51099,2021,13976,13570
51101,2021,9248,8941
51103,2021,5252,4974
51105,2021,8058,7729
51107,2021,224820,217894
51109,2021,20066,19391
51111,2021,5091,4898
51113,2021,7374,7190
51115,2021,3995,3869
51117,2021,12517,11928
51119,2021,5125,4952
51121,2021,49692,48205
51125,2021,7205,6953
51127,2021,12742,12367
51131,2021,5411,5129
51133,2021,5526,5260
51135,2021,7092,6833
51137,2021,17115,16495
51139,2021,11975,11425
51141,2021,7115,6799
51143,2021,29567,28390
51145,2021,14102,13695
51147,2021,9977,9497
51149,2021,14874,14209
51153,2021,244085,234520
51155,2021,16039,15407
51157,2021,3622,3516
51159,2021,3958,3820
51161,2021,48447,46926
51163,2021,10483,10097
51165,2021,41832,40598
51167,2021,10731,10266
51169,2021,8875,8557
51171,2021,21760,20984
51173,2021,13517,12957
51175,2021,8817,8511
51177,2021,67326,64788
51179,2021,73204,70549
51181,2021,3552,3419
51183,2021,3639,3409
51185,2021,15067,14278
51187,2021,20135,19422
51191,2021,25483,24574
51193,2021,9572,9153
51195,2021,12695,12033
51197,2021,13588,13041
51199,2021,32419,31353
51510,2021,98279,94612
51520,2021,7377,7032
51530,2021,2981,2864
51540,2021,24943,24038
51550,2021,121486,116863
51570,2021,8285,7895
51580,2021,2287,2156
51590,2021,18558,17387
51595,2021,2346,2167
51600,2021,12548,12122
51610,2021,8277,8058
51620,2021,3508,3275
51630,2021,13982,13336
51640,2021,2812,2696
51650,2021,63680,60172
51660,2021,24263,23280
51670,2021,9474,8793
51678,2021,2082,1979
51680,2021,35105,33343
51683,2021,21183,20361
51685,2021,9554,9195
51690,2021,5535,5132
51700,2021,87501,82758
51710,2021,109285,103229
51720,2021,1603,1524
51730,2021,12655,11378
51735,2021,6223,6050
51740,2021,44017,41186
51750,2021,8607,8255
51760,2021,117789,111544
51770,2021,48170,45876
51775,2021,12532,12087
51790,2021,12003,11548
51800,2021,44866,42920
51810,2021,227474,219133
51820,2021,10432,10004
51830,2021,6673,6353
51840,2021,14615,14106
53001,2021,9742,9213
53003,2021,10450,10052
53005,2021,103269,97454
53007,2021,43910,41558
53009,2021,28742,26854
53011,2021,241382,228130
53013,2021,1730,1635
53015,2021,47683,44643
53017,2021,21198,20001
53019,2021,2297,2093
53021,2021,42859,40021
53023,2021,798,750
53025,2021,46375,43287
