county_fips,year,bls_labor_force,bls_employed
41009,2020,24170,22258
41011,2020,26609,24311
41013,2020,10384,9466
41015,2020,8972,8192
41017,2020,98358,90543
41019,2020,47382,43706
41021,2020,993,931
41023,2020,3206,2936
41025,2020,3641,3424
41027,2020,14114,13229
41029,2020,105233,97012
41031,2020,10335,9482
41033,2020,36154,33291
41035,2020,29565,26982
41037,2020,3661,3454
41039,2020,179338,165227
41041,2020,20773,18523
41043,2020,59202,54618
41045,2020,12594,11931
41047,2020,162806,151468
41049,2020,5761,5462
41051,2020,456615,417372
41053,2020,40708,38053
41055,2020,978,917
41057,2020,11875,10922
41059,2020,36908,34389
41061,2020,12031,11084
41063,2020,3468,3220
41065,2020,13468,12512
41067,2020,321085,300230
41069,2020,696,665
41071,2020,54212,50550
42001,2020,54836,51147
42003,2020,646554,589554
42005,2020,31823,28779
42007,2020,83965,75522
42009,2020,24031,21924
42011,2020,215733,195790
42013,2020,60263,55160
42015,2020,28581,26491
42017,2020,344795,316977
42019,2020,99766,92204
42021,2020,57178,51879
42023,2020,2070,1818
42025,2020,32070,29015
42027,2020,77923,73508
42029,2020,286398,268513
42031,2020,17056,15681
42033,2020,36272,33032
42035,2020,17937,16415
42037,2020,33909,31233
42039,2020,38798,35441
42041,2020,133628,124976
42043,2020,147089,134329
42045,2020,300050,273188
42047,2020,15462,13629
42049,2020,129162,116813
42051,2020,56983,50439
42053,2020,1820,1633
42055,2020,78816,72991
42057,2020,7525,6650
42059,2020,16206,14669
42061,2020,19883,17845
42063,2020,38406,35017
42065,2020,20431,18687
42067,2020,12795,11903
42069,2020,105371,95479
42071,2020,286662,265741
42073,2020,40906,36779
42075,2020,73275,67617
42077,2020,195426,177177
42079,2020,159928,142862
42081,2020,56961,52070
42083,2020,17377,15717
42085,2020,48855,44240
42087,2020,21409,19646
42089,2020,83027,73723
42091,2020,456734,422938
42093,2020,9137,8584
42095,2020,161933,147814
42097,2020,42943,39016
42099,2020,24432,22821
42101,2020,738204,648448
42103,2020,25490,22873
42105,2020,7311,6648
42107,2020,67209,61142
42109,2020,19722,18255
42111,2020,33260,30203
42113,2020,2623,2405
42115,2020,20106,18672
42117,2020,19175,17489
42119,2020,19633,18346
42121,2020,22488,20536
42123,2020,18932,17439
42125,2020,107178,97382
42127,2020,22465,20462
42129,2020,179407,163499
42131,2020,13388,12290
42133,2020,237305,218784
44001,2020,26219,24268
44003,2020,93405,85412
44005,2020,44757,41180
44007,2020,336827,303203
44009,2020,69528,64217
45001,2020,9771,9142
45003,2020,73909,70326
45005,2020,2555,2319
45007,2020,88758,83660
45009,2020,4759,4344
45011,2020,7777,7221
45013,2020,74961,71015
45015,2020,104444,98848
45017,2020,6362,5983
45019,2020,207060,194389
45021,2020,24821,22894
45023,2020,13199,12043
45025,2020,21373,20120
45027,2020,12482,11666
45029,2020,16289,15331
45031,2020,29925,28052
45033,2020,12975,12203
45035,2020,76074,71796
45037,2020,10390,9871
45039,2020,9214,8495
45041,2020,65640,62096
45043,2020,25597,23734
45045,2020,251990,238182
45047,2020,30800,28896
45049,2020,8004,7623
45051,2020,144782,132675
45053,2020,12825,12193
45055,2020,28933,27447
45057,2020,42320,39537
45059,2020,29390,27435
45061,2020,6675,6181
45063,2020,148144,141926
45065,2020,3285,3073
45067,2020,12980,11998
45069,2020,9081,8225
45071,2020,18867,17997
45073,2020,34316,32546
45075,2020,34075,31089
45077,2020,55777,52908
45079,2020,194882,183830
45081,2020,8351,8004
45083,2020,156233,146381
45085,2020,43019,40230
45087,2020,11469,10452
45089,2020,11502,10582
45091,2020,143112,134794
46003,2020,1472,1430
46005,2020,9362,9040
46007,2020,1076,1027
46009,2020,2854,2750
46011,2020,18512,17783
46013,2020,20579,19766
46015,2020,2471,2372
46017,2020,691,640
46019,2020,4988,4746
46021,2020,784,759
46023,2020,3774,3558
46025,2020,2155,2078
46027,2020,7154,6862
46029,2020,15459,14776
46031,2020,1322,1264
46033,2020,4045,3824
46035,2020,10938,10528
46037,2020,2694,2556
46039,2020,2325,2214
46041,2020,2304,2149
46043,2020,1551,1511
46045,2020,1990,1938
46047,2020,3011,2850
46049,2020,1036,1004
46051,2020,4369,4213
46053,2020,2042,1973
46055,2020,1058,1034
46057,2020,3364,3261
46059,2020,1750,1709
46061,2020,1757,1677
46063,2020,720,697
46065,2020,9880,9583
46067,2020,3609,3488
46069,2020,669,650
46071,2020,1208,1162
46073,2020,1198,1172
46075,2020,522,505
46077,2020,2675,2587
46079,2020,6464,6243
46081,2020,13566,12799
46083,2020,36257,35075
46085,2020,1667,1580
46087,2020,2997,2896
46089,2020,995,949
46091,2020,2420,2317
46093,2020,13869,13246
46095,2020,711,671
46097,2020,1148,1099
46099,2020,113380,108738
46101,2020,4022,3834
46102,2020,3775,3444
46103,2020,57385,54642
46105,2020,1373,1328
46107,2020,1025,995
46109,2020,4819,4544
46111,2020,1161,1119
46115,2020,3093,2982
46117,2020,1914,1848
46119,2020,792,772
46121,2020,3057,2880
46123,2020,3002,2919
46125,2020,4577,4413
46127,2020,8646,8253
46129,2020,2126,2010
46135,2020,11745,11260
46137,2020,947,908
47001,2020,34320,32012
47003,2020,21038,19363
47005,2020,6780,6243
47007,2020,4289,3929
47009,2020,63727,59667
47011,2020,52557,49109
47013,2020,14581,13479
47015,2020,6522,6097
47017,2020,11422,10575
47019,2020,23673,22058
47021,2020,21362,20146
47023,2020,8471,8002
47025,2020,12779,11831
47027,2020,2703,2494
47029,2020,14859,13323
47031,2020,25669,23629
47033,2020,6825,6434
47035,2020,22779,21064
47037,2020,399372,366443
47039,2020,4440,4059
47041,2020,7616,6918
47043,2020,26339,24769
47045,2020,15907,14649
47047,2020,19195,18002
47049,2020,7518,7047
47051,2020,19893,18297
47053,2020,21795,20319
47055,2020,14635,13417
47057,2020,9488,8812
47059,2020,28887,26539
47061,2020,5126,4617
47063,2020,27929,25951
47065,2020,183019,170053
47067,2020,2194,2014
47069,2020,9286,8550
47071,2020,10257,9546
47073,2020,23384,21589
47075,2020,7777,7102
47077,2020,11886,10931
47079,2020,14133,13136
47081,2020,11096,10450
47083,2020,3245,2993
47085,2020,8688,8154
47087,2020,4714,4341
47089,2020,24937,23063
47091,2020,7679,7197
47093,2020,243170,228861
47095,2020,1678,1542
47097,2020,9690,8841
47099,2020,19249,17761
47101,2020,5340,4940
47103,2020,15966,14623
47105,2020,23701,22225
47107,2020,23314,21495
47109,2020,8354,7654
47111,2020,11160,10433
47113,2020,49372,45677
47115,2020,12268,11344
47117,2020,15475,14064
47119,2020,51065,46948
47121,2020,5191,4741
47123,2020,20148,18535
47125,2020,86939,80370
47127,2020,3611,3418
47129,2020,7581,7101
47131,2020,12166,11343
47133,2020,9735,9123
47135,2020,2960,2677
47137,2020,2235,2101
47139,2020,7382,6878
47141,2020,35082,32815
47143,2020,13112,11853
47145,2020,22961,21506
47147,2020,37200,34926
47149,2020,186771,173735
47151,2020,8147,7461
47153,2020,6164,5685
47155,2020,54071,48806
47157,2020,447440,404536
47159,2020,9237,8677
47161,2020,5409,5066
47163,2020,69256,64328
47165,2020,103406,96677
47167,2020,27614,25776
47169,2020,5425,5086
47171,2020,7019,6464
47173,2020,7627,7105
47175,2020,2013,1841
47177,2020,17227,15701
47179,2020,60297,56488
47181,2020,6353,5919
47183,2020,15463,14577
47185,2020,12064,11213
47187,2020,129379,123273
47189,2020,77883,72940
48001,2020,22985,21676
48003,2020,9173,8420
48005,2020,35364,32661
48007,2020,9149,8383
48009,2020,3962,3753
48011,2020,895,857
48013,2020,21590,19743
48015,2020,13430,12536
48017,2020,2381,2267
48019,2020,9921,9344
48021,2020,42647,40074
48023,2020,1765,1705
48025,2020,9798,8825
48027,2020,144433,134302
48029,2020,932280,861055
48031,2020,6563,6310
48033,2020,440,425
48035,2020,8226,7776
48037,2020,38608,35745
48039,2020,178219,162907
48041,2020,116907,110672
48043,2020,4089,3818
48045,2020,552,526
48047,2020,2585,2309
48049,2020,15199,14213
48051,2020,8114,7597
48053,2020,23636,22510
48055,2020,18909,17680
48057,2020,11905,11210
48059,2020,5973,5647
48061,2020,170184,152951
48063,2020,4977,4609
48065,2020,2869,2748
48067,2020,12194,11227
48069,2020,3265,3146
48071,2020,20311,18407
48073,2020,21088,19412
48075,2020,3010,2898
48077,2020,4795,4530
48079,2020,1111,1031
48081,2020,1360,1285
48083,2020,2859,2648
48085,2020,578797,542541
48087,2020,1066,1021
48089,2020,9653,9116
48091,2020,77199,72493
48093,2020,5612,5303
48095,2020,1328,1268
48097,2020,19209,17844
48099,2020,23753,22179
48101,2020,566,538
48103,2020,1622,1400
48105,2020,1546,1408
48107,2020,2288,2166
48109,2020,1126,1052
48111,2020,3726,3623
48113,2020,1329323,1225658
48115,2020,4565,4166
48117,2020,8472,8166
48119,2020,2389,2257
48121,2020,511246,478345
48123,2020,9175,8618
48125,2020,659,618
48127,2020,6461,6049
48129,2020,1412,1350
48131,2020,4823,4236
48133,2020,7318,6824
48135,2020,82540,73412
48137,2020,1234,1190
48139,2020,95045,89362
48141,2020,361398,331382
48143,2020,19921,18776
48145,2020,6378,5989
48147,2020,16673,15884
48149,2020,11734,11180
48151,2020,1592,1521
48153,2020,2490,2335
48155,2020,574,551
48157,2020,402550,371808
48159,2020,4808,4551
48161,2020,6311,5783
48163,2020,9515,8975
48165,2020,9692,9146
48167,2020,163817,149429
48169,2020,2005,1868
48171,2020,13218,12589
48173,2020,802,773
48175,2020,3122,2879
48177,2020,9489,8975
48179,2020,7744,7114
48181,2020,63891,60126
48183,2020,56255,51574
48185,2020,11063,10168
48187,2020,80569,75621
48189,2020,11695,10904
48191,2020,1063,1001
48193,2020,3728,3558
48195,2020,2471,2385
48197,2020,1701,1626
48199,2020,25184,22932
48201,2020,2274838,2070430
48203,2020,28966,26683
48205,2020,2608,2556
48207,2020,2663,2549
48209,2020,123296,115559
48211,2020,1790,1708
48213,2020,36984,34602
48215,2020,359152,317207
48217,2020,16232,15208
48219,2020,10637,9790
48221,2020,27918,26073
48223,2020,17422,16531
48225,2020,10052,9524
48227,2020,13410,12319
48229,2020,1844,1694
48231,2020,43158,40313
48233,2020,8479,7871
48235,2020,756,711
48237,2020,3388,3150
48239,2020,7265,6844
48241,2020,12817,11376
48243,2020,957,908
48245,2020,104564,92024
48247,2020,1872,1693
48249,2020,16080,13989
48251,2020,83252,77847
48253,2020,5613,5216
48255,2020,6980,6541
48257,2020,69207,64784
48259,2020,22127,21003
48261,2020,179,169
48263,2020,461,443
48265,2020,21644,20377
48267,2020,1828,1736
48269,2020,236,232
48271,2020,1307,1229
48273,2020,13209,12090
48275,2020,1444,1363
48277,2020,23496,21983
48279,2020,5192,4921
48281,2020,9009,8525
48283,2020,3723,3472
48285,2020,8383,7944
48287,2020,9132,8680
48289,2020,6073,5598
48291,2020,34302,30712
48293,2020,8292,7700
48295,2020,1519,1456
48297,2020,5147,4760
48299,2020,8436,7950
48301,2020,296,291
48303,2020,156589,147580
48305,2020,2736,2586
48307,2020,3203,2961
48309,2020,118990,111569
48311,2020,716,696
48313,2020,4460,4140
48315,2020,4226,3874
48317,2020,2551,2395
48319,2020,1723,1627
48321,2020,16454,14720
48323,2020,24229,20559
48325,2020,21299,19948
48327,2020,861,817
48329,2020,98346,90423
48331,2020,9665,8970
48333,2020,1875,1798
48335,2020,2338,2153
48337,2020,9047,8446
48339,2020,289558,267945
48341,2020,10543,10148
48343,2020,4846,4301
48345,2020,431,412
48347,2020,27784,25955
48349,2020,23259,21818
48351,2020,4970,4415
48353,2020,7042,6664
48355,2020,164180,149531
48357,2020,4021,3786
48359,2020,892,857
48361,2020,35658,31878
48363,2020,13148,12222
48365,2020,9385,8596
48367,2020,69418,65376
48369,2020,4838,4714
48371,2020,6393,5865
48373,2020,18323,16708
48375,2020,53070,50128
48377,2020,3192,2717
48379,2020,5984,5702
48381,2020,72890,69640
48383,2020,1799,1623
48385,2020,1080,1010
48387,2020,5095,4770
48389,2020,8785,8153
48391,2020,3038,2787
48393,2020,401,383
48395,2020,7294,6825
48397,2020,54536,51302
48399,2020,4519,4296
48401,2020,21911,20299
48403,2020,3891,3469
48405,2020,3014,2724
48407,2020,11587,10646
48409,2020,29355,26353
48411,2020,2185,2072
48413,2020,1208,1124
48415,2020,6200,5689
48417,2020,1773,1679
48419,2020,11194,10428
48421,2020,1301,1261
48423,2020,108049,100705
48425,2020,4262,3983
48427,2020,26050,21481
48429,2020,4015,3770
48431,2020,557,521
48433,2020,570,541
48435,2020,1210,1091
48437,2020,2512,2381
48439,2020,1075554,995932
48441,2020,65896,62293
48443,2020,379,362
48445,2020,4796,4444
48447,2020,636,606
48449,2020,13219,12328
48451,2020,53580,50179
48453,2020,734290,687548
48455,2020,5291,4860
48457,2020,7334,6608
48459,2020,17468,16121
48461,2020,1808,1705
48463,2020,11266,10541
48465,2020,21464,19672
48467,2020,26006,24405
48469,2020,40803,37401
48471,2020,23982,22258
48473,2020,24376,22518
48475,2020,6143,5560
48477,2020,15179,14320
48479,2020,115773,105964
48481,2020,21268,19822
48483,2020,2185,2052
48485,2020,55338,51659
48487,2020,4894,4607
48489,2020,6584,5795
48491,2020,323000,304159
48493,2020,24370,22973
48495,2020,3961,3587
48497,2020,32090,29988
48499,2020,17815,16633
48501,2020,3501,3081
48503,2020,7724,7316
48505,2020,4664,4093
48507,2020,3388,2904
49001,2020,2845,2728
49003,2020,26695,25502
49005,2020,66025,64038
49007,2020,8620,8156
49009,2020,413,394
49011,2020,176601,169150
49013,2020,7854,7227
49015,2020,4411,4198
49017,2020,2659,2382
49019,2020,6256,5653
49021,2020,25328,24156
49023,2020,5856,5678
49025,2020,3884,3673
49027,2020,6040,5840
49029,2020,5674,5480
49031,2020,482,452
49033,2020,1165,1124
49035,2020,645065,611284
49037,2020,5510,4934
49039,2020,12782,12290
49041,2020,9920,9489
49043,2020,24686,22866
49045,2020,36136,34394
49047,2020,13509,12227
49049,2020,317287,304982
49051,2020,16505,15417
49053,2020,80243,75839
49055,2020,1450,1339
49057,2020,130298,123855
50001,2020,20445,19508
50003,2020,17631,16477
50005,2020,14506,13641
50007,2020,95839,91326
50009,2020,2701,2496
50011,2020,27264,25870
50013,2020,4068,3831
50015,2020,13855,12787
50017,2020,15819,14990
50019,2020,13051,12056
50021,2020,30193,28158
50023,2020,33870,32218
50025,2020,21608,20154
50027,2020,28909,27198
51001,2020,15893,14824
51003,2020,55996,52894
51005,2020,6753,6297
51007,2020,6079,5714
51009,2020,14636,13793
51011,2020,7060,6640
51013,2020,151165,144218
51015,2020,36837,35086
51017,2020,2294,2058
51019,2020,37881,35890
51021,2020,2786,2624
51023,2020,17164,16364
51025,2020,5906,5422
51027,2020,6384,5759
51029,2020,6276,5799
51031,2020,25539,23997
51033,2020,14907,13872
51035,2020,13096,11986
51036,2020,3505,3264
51037,2020,5070,4778
51041,2020,186767,175462
51043,2020,7411,7061
51045,2020,2252,2133
51047,2020,24655,23398
51049,2020,4564,4278
51051,2020,4711,4324
51053,2020,13359,12479
51057,2020,5444,5054
51059,2020,622641,585189
51061,2020,36446,34677
51063,2020,8073,7652
51065,2020,13684,12941
51067,2020,25920,24463
51069,2020,49018,46678
51071,2020,7723,7225
51073,2020,19134,18059
51075,2020,11324,10762
51077,2020,7954,7482
51079,2020,10271,9718
51081,2020,4224,3932
51083,2020,15054,13960
51085,2020,57538,54660
51087,2020,179896,167858
51089,2020,23576,21719
51091,2020,1222,1174
51093,2020,19221,18218
51095,2020,36749,34137
51097,2020,3844,3642
51099,2020,13756,13119
51101,2020,9216,8709
51103,2020,5318,4917
51105,2020,8230,7686
51107,2020,225264,212910
51109,2020,19836,18767
51111,2020,5209,4925
51113,2020,7268,6982
51115,2020,3983,3779
51117,2020,12570,11689
51119,2020,5109,4840
51121,2020,48657,46258
51125,2020,7169,6749
51127,2020,12652,12058
51131,2020,5377,4944
51133,2020,5616,5246
51135,2020,7140,6766
51137,2020,17001,16011
51139,2020,11927,11023
51141,2020,7176,6669
51143,2020,29723,27745
51145,2020,14045,13345
51147,2020,10061,9391
51149,2020,14858,13864
51153,2020,245636,229125
51155,2020,16082,14777
51157,2020,3593,3423
51159,2020,4004,3802
51161,2020,48652,46095
51163,2020,10348,9759
51165,2020,41404,39391
51167,2020,11100,10338
51169,2020,8925,8430
51171,2020,21981,20780
51173,2020,13314,12425
51175,2020,9015,8556
51177,2020,67452,63291
51179,2020,73203,68965
51181,2020,3572,3361
51183,2020,3663,3337
51185,2020,15388,14171
51187,2020,20172,18957
51191,2020,25752,24208
51193,2020,9446,8875
51195,2020,13021,12005
51197,2020,13750,12651
51199,2020,32518,30655
51510,2020,98544,92409
51520,2020,7499,6913
51530,2020,3173,2990
51540,2020,25071,23385
51550,2020,121987,114294
51570,2020,8316,7699
51580,2020,2396,2158
51590,2020,19110,17198
51595,2020,2333,2068
51600,2020,12587,11832
51610,2020,8187,7864
51620,2020,3620,3307
51630,2020,14065,13031
51640,2020,2862,2633
51650,2020,64507,58848
51660,2020,24173,22571
51670,2020,9662,8582
51678,2020,2027,1881
51680,2020,35578,32902
51683,2020,21329,19883
51685,2020,9637,8972
51690,2020,5612,4979
51700,2020,88923,80945
51710,2020,110941,100964
51720,2020,1648,1522
51730,2020,13008,11100
51735,2020,6185,5916
51740,2020,44643,40274
51750,2020,8476,7924
51760,2020,119637,108760
51770,2020,48949,45060
51775,2020,12636,11880
51790,2020,12150,11358
51800,2020,44972,41988
51810,2020,228946,214201
51820,2020,10563,9841
51830,2020,6780,6209
51840,2020,14563,13668
53001,2020,9308,8640
53003,2020,10367,9835
53005,2020,102644,94278
53007,2020,44070,40414
53009,2020,28989,26040
53011,2020,244663,224113
53013,2020,1722,1597
53015,2020,48362,43888
53017,2020,21235,19450
53019,2020,2438,2158
53021,2020,42777,38972
53023,2020,818,749
53025,2020,47170,43029
53027,2020,28817,25442
53029,2020,36152,33183
53031,2020,12946,11725
53033,2020,1271278,1172004
53035,2020,128470,118603
53037,2020,22374,20380
53039,2020,9773,8976
53041,2020,34775,31523
53043,2020,4662,4349
53045,2020,25373,22873
53047,2020,19536,17803
53049,2020,8320,7409
53051,2020,5029,4506
53053,2020,449543,406487
53055,2020,8153,7495
53057,2020,62250,56176
53059,2020,5475,4974
53061,2020,436283,397958
53063,2020,256668,234378
53065,2020,18563,16838
53067,2020,144287,132430
53069,2020,1393,1272
53071,2020,29965,27919
53073,2020,113764,103131
53075,2020,22255,20985
53077,2020,130702,118188
54001,2020,7142,6554
54003,2020,57655,54119
54005,2020,7307,6550
54007,2020,5157,4632
54009,2020,9686,8830
54011,2020,41115,37874
54013,2020,2475,2081
54015,2020,3083,2700
54017,2020,3870,3636
54019,2020,15897,14326
54021,2020,2278,2049
54023,2020,5867,5491
54025,2020,15421,14193
54027,2020,10565,9990
54029,2020,12896,11621
54031,2020,5703,5296
54033,2020,33444,30819
54035,2020,12407,11346
54037,2020,29442,27707
54039,2020,81647,74524
54041,2020,6155,5490
54043,2020,7053,6349
54045,2020,10985,9669
54047,2020,4376,3836
54049,2020,24735,22606
54051,2020,13275,11967
54053,2020,10168,9316
54055,2020,20590,18693
54057,2020,11980,11083
54059,2020,6677,5730
54061,2020,53798,50422
54063,2020,5949,5531
54065,2020,8177,7686
54067,2020,9214,8257
54069,2020,20098,18426
54071,2020,3607,3431
54073,2020,2658,2364
54075,2020,3770,3426
54077,2020,15118,14019
54079,2020,26637,24688
54081,2020,29898,27258
54083,2020,12094,10996
54085,2020,4319,3962
54087,2020,5049,4432
54089,2020,4305,3973
54091,2020,7665,7106
54093,2020,3281,3010
54095,2020,2990,2674
54097,2020,9493,8597
54099,2020,15453,14165
54101,2020,3241,2939
54103,2020,6450,5808
54105,2020,2216,1979
54107,2020,35832,32709
54109,2020,6779,6112
55001,2020,8130,7334
55003,2020,7690,7017
55005,2020,24132,22629
55007,2020,7561,6852
55009,2020,141592,132856
55011,2020,6411,5925
55013,2020,7261,6591
55015,2020,27352,26036
55017,2020,33197,31076
55019,2020,17599,16784
55021,2020,31477,29573
55023,2020,7447,6888
55025,2020,323891,307959
55027,2020,47798,45224
55029,2020,15100,14048
55031,2020,23423,21256
55033,2020,23851,22496
55035,2020,58920,55558
55037,2020,2206,2026
55039,2020,56283,52906
55041,2020,3931,3427
55043,2020,27571,26099
55045,2020,20453,19434
55047,2020,9314,8662
55049,2020,13544,12698
55051,2020,2576,2279
55053,2020,10009,9060
55055,2020,45542,42995
55057,2020,13439,12451
55059,2020,89896,83390
55061,2020,10725,10219
55063,2020,65938,62300
55065,2020,9905,9472
55067,2020,9387,8764
55069,2020,14851,13951
55071,2020,40849,38265
55073,2020,73122,69400
55075,2020,19735,18164
55077,2020,7747,7215
55078,2020,1665,1403
55079,2020,468245,428775
55081,2020,23597,22256
55083,2020,20639,19316
55085,2020,18059,16727
55087,2020,103958,98119
55089,2020,48882,46181
55091,2020,4134,3886
55093,2020,24973,23192
55095,2020,24738,22928
55097,2020,37875,35783
55099,2020,6279,5843
55101,2020,98367,91061
55103,2020,9112,8637
55105,2020,85831,79608
55107,2020,6615,6165
55109,2020,50775,47139
55111,2020,34691,32035
55113,2020,8015,7372
55115,2020,20942,19573
55117,2020,61963,58343
55119,2020,11079,10526
55121,2020,15775,14649
55123,2020,15071,14266
55125,2020,10404,9640
55127,2020,56964,53434
55129,2020,7866,7313
55131,2020,76681,72277
55133,2020,223766,211048
55135,2020,25755,24301
55137,2020,11099,10375
55139,2020,92206,87085
55141,2020,34801,32421
56001,2020,20556,19784
56003,2020,5288,5021
56005,2020,23171,21563
56007,2020,7918,7551
56009,2020,8002,7519
56011,2020,3837,3687
56013,2020,19009,17809
56015,2020,6500,6216
56017,2020,2227,2116
56019,2020,4171,3939
56021,2020,50083,47501
56023,2020,9287,8819
56025,2020,40097,36933
56027,2020,1232,1186
56029,2020,15190,14365
56031,2020,4577,4345
56033,2020,15990,15189
56035,2020,4018,3725
56037,2020,20501,18973
56039,2020,15126,14231
56041,2020,9100,8521
56043,2020,3942,3734
56045,2020,3786,3640
1001,2021,26429,25698
1003,2021,99520,96619
1005,2021,8243,7787
1007,2021,8604,8312
1009,2021,25268,24674
1011,2021,4617,4436
1013,2021,8781,8332
1015,2021,46166,44307
1017,2021,15722,15155
1019,2021,11635,11341
1021,2021,19918,19360
1023,2021,4547,4351
1025,2021,7702,7255
1027,2021,6021,5858
1029,2021,5888,5737
1031,2021,21530,20927
1033,2021,23506,22592
1035,2021,4371,4165
1037,2021,4352,4220
1039,2021,15166,14711
1041,2021,6103,5903
1043,2021,38763,37857
1045,2021,20883,20228
1047,2021,13902,12921
1049,2021,30867,30085
1051,2021,37708,36702
1053,2021,14081,13518
1055,2021,39267,37701
1057,2021,6612,6411
1059,2021,14289,13930
1061,2021,11020,10715
1063,2021,2888,2700
1065,2021,5888,5566
1067,2021,6899,6682
1069,2021,46988,45422
1071,2021,22972,22319
1073,2021,318929,307640
1075,2021,5682,5514
1077,2021,42181,40869
1079,2021,14441,14025
1081,2021,76870,74721
1083,2021,46779,45648
1085,2021,3570,3261
1087,2021,7902,7446
1089,2021,193037,188008
1091,2021,7610,7292
1093,2021,13430,13055
1095,2021,44704,43644
1097,2021,189877,181128
1099,2021,7336,6933
1101,2021,106859,101883
1103,2021,59526,58008
1105,2021,3192,2941
1107,2021,7513,7211
1109,2021,16014,15508
1111,2021,9449,9192
1113,2021,23339,22629
1115,2021,41422,40350
1117,2021,118888,116385
1119,2021,4530,4331
1121,2021,35758,34312
1123,2021,17903,17197
1125,2021,101242,97672
1127,2021,25213,24318
1129,2021,6518,6221
1131,2021,2620,2346
1133,2021,10072,9796
2013,2021,2433,2373
2016,2021,3502,3368
2020,2021,149263,140525
2050,2021,6848,5959
2060,2021,444,419
2063,2021,3165,3087
2066,2021,1241,1200
2068,2021,807,723
2070,2021,1680,1541
2090,2021,44863,42563
2100,2021,1026,912
2105,2021,1147,1041
2110,2021,16724,15927
2122,2021,27646,25639
2130,2021,6537,6058
2150,2021,5947,5557
2158,2021,2351,1895
2164,2021,652,595
2170,2021,49168,45812
2180,2021,4019,3630
2185,2021,2893,2706
2188,2021,2853,2527
2195,2021,1600,1488
2198,2021,2772,2547
2220,2021,4437,4234
2230,2021,638,552
2240,2021,3205,2993
2275,2021,937,867
2282,2021,310,288
2290,2021,2419,2123
4001,2021,18890,17159
4003,2021,48938,46465
4005,2021,71748,67327
4007,2021,20410,19355
4009,2021,15707,15030
4011,2021,4358,4177
4012,2021,8609,8149
4013,2021,2317304,2210303
4015,2021,87286,82304
4017,2021,39362,36745
4019,2021,482454,457762
4021,2021,192902,183440
4023,2021,18888,17221
4025,2021,105074,100533
4027,2021,93520,81293
5001,2021,9251,8934
5003,2021,6696,6208
5005,2021,16066,15453
5007,2021,143812,139771
5009,2021,15589,15114
5011,2021,4029,3836
5013,2021,2348,2268
5015,2021,12522,12089
5017,2021,3007,2750
5019,2021,8674,8258
5021,2021,5332,5117
5023,2021,8863,8447
5025,2021,3077,2952
5027,2021,8668,8200
5029,2021,8198,7853
5031,2021,55855,54022
5033,2021,25762,24830
5035,2021,20182,19080
5037,2021,6908,6602
5039,2021,2731,2617
5041,2021,4876,4584
5043,2021,7395,7018
5045,2021,61215,59082
5047,2021,7205,6934
5049,2021,4859,4678
5051,2021,41120,39100
5053,2021,8172,7908
5055,2021,19102,18432
5057,2021,9021,8697
5059,2021,13721,13184
5061,2021,5402,5222
5063,2021,16182,15545
5065,2021,4364,4126
5067,2021,5512,5217
5069,2021,25836,24153
5071,2021,9694,9230
5073,2021,2289,2156
5075,2021,6637,6351
5077,2021,2520,2377
5079,2021,3691,3519
5081,2021,5131,4895
5083,2021,8259,7907
5085,2021,33232,32116
5087,2021,7447,7214
5089,2021,6012,5750
5091,2021,18561,17645
5093,2021,16060,14920
5095,2021,2583,2443
5097,2021,2852,2711
5099,2021,3315,3177
5101,2021,3144,3045
5103,2021,9543,9162
5105,2021,4102,3932
5107,2021,5767,5324
5109,2021,4155,3970
5111,2021,9697,9318
5113,2021,7640,7294
5115,2021,26850,25759
5117,2021,3504,3374
5119,2021,185396,176355
5121,2021,7193,6903
5123,2021,7544,7077
5125,2021,58094,56254
5127,2021,4132,3991
5129,2021,2858,2733
5131,2021,54271,52239
5133,2021,5282,5043
5135,2021,5574,5296
5137,2021,4466,4238
5139,2021,14775,13875
5141,2021,5763,5480
5143,2021,127316,123612
5145,2021,33347,31988
5147,2021,2721,2583
5149,2021,7714,7399
6001,2021,811171,761786
6003,2021,512,470
6005,2021,14367,13362
6007,2021,92013,85667
6009,2021,21558,20311
6011,2021,10645,9310
6013,2021,542794,508168
6015,2021,9330,8621
6017,2021,91675,86361
6019,2021,443526,402977
6021,2021,12601,11715
6023,2021,58777,55072
6025,2021,68865,56838
6027,2021,8240,7750
6029,2021,384999,346802
6031,2021,55335,49971
6033,2021,28383,26217
6035,2021,9135,8579
6037,2021,5007551,4558859
6039,2021,62092,56630
6041,2021,129192,123315
6043,2021,7036,6479
6045,2021,36740,34427
6047,2021,114952,103082
6049,2021,3188,2959
6051,2021,8286,7719
6053,2021,211753,194236
6055,2021,68404,64252
6057,2021,47263,44592
6059,2021,1557249,1464099
6061,2021,189159,179558
6063,2021,7464,6761
6065,2021,1130544,1047722
6067,2021,718133,668371
6069,2021,31761,29441
6071,2021,990040,916582
6073,2021,1544408,1444339
6075,2021,547402,519636
6077,2021,336140,307273
6079,2021,135129,127925
6081,2021,432429,412404
6083,2021,219384,206705
6085,2021,1010149,961615
6087,2021,132830,123628
6089,2021,72834,67802
6091,2021,1305,1225
6093,2021,16667,15315
6095,2021,200230,185378
6097,2021,243140,229659
6099,2021,239670,219675
6101,2021,45275,41225
6103,2021,25560,23720
6105,2021,4546,4257
