county_fips,year,bea_total_income,population
19123,2021,1099114000,21944
19123,2022,1126076000,21946
19125,2020,1763057000,33408
19125,2021,1937298000,33444
19125,2022,2008914000,33642
19127,2020,1817459000,40093
19127,2021,1951003000,39899
19127,2022,1944324000,39879
19129,2020,883956000,14399
19129,2021,972373000,14464
19129,2022,1030831000,14553
19131,2020,607915000,10588
19131,2021,795506000,10563
19131,2022,1011860000,10532
19133,2020,413280000,8746
19133,2021,491858000,8595
19133,2022,513297000,8486
19135,2020,374982000,7597
19135,2021,408466000,7595
19135,2022,414852000,7550
19137,2020,451094000,10330
19137,2021,504257000,10325
19137,2022,513754000,10205
19139,2020,2178545000,43141
19139,2021,2282520000,42688
19139,2022,2300932000,42377
19141,2020,764552000,14154
19141,2021,854431000,14062
19141,2022,913447000,14060
19143,2020,294431000,6202
19143,2021,353525000,6163
19143,2022,394785000,6036
19145,2020,691004000,15196
19145,2021,796653000,15215
19145,2022,806133000,15143
19147,2020,427314000,8989
19147,2021,517039000,8909
19147,2022,570359000,8764
19149,2020,1452613000,25689
19149,2021,1620696000,25714
19149,2022,1730842000,25681
19151,2020,337782000,7067
19151,2021,416669000,7057
19151,2022,447653000,7053
19153,2020,28240630000,492997
19153,2021,30809824000,497675
19153,2022,31394821000,501089
19155,2020,4454964000,93670
19155,2021,4800483000,93434
19155,2022,4879388000,93173
19157,2020,884253000,18628
19157,2021,986753000,18603
19157,2022,1038364000,18467
19159,2020,230448000,4642
19159,2021,267801000,4626
19159,2022,267800000,4670
19161,2020,532738000,9794
19161,2021,657213000,9745
19161,2022,753850000,9673
19163,2020,9899085000,174596
19163,2021,10697219000,174278
19163,2022,10968288000,173924
19165,2020,617566000,11723
19165,2021,742588000,11773
19165,2022,774884000,11645
19167,2020,1953931000,35887
19167,2021,2130142000,35991
19167,2022,2427942000,36050
19169,2020,4423033000,98645
19169,2021,4825898000,99666
19169,2022,4958542000,99673
19171,2020,834842000,17077
19171,2021,960413000,16874
19171,2022,978981000,16903
19173,2020,268438000,5865
19173,2021,326712000,5873
19173,2022,337367000,5858
19175,2020,526856000,12132
19175,2021,591916000,12036
19175,2022,594749000,11887
19177,2020,296775000,7217
19177,2021,342479000,7261
19177,2022,348256000,7256
19179,2020,1501128000,35330
19179,2021,1595141000,35283
19179,2022,1604810000,35043
19181,2020,2870242000,52588
19181,2021,3176942000,53487
19181,2022,3287573000,54327
19183,2020,1322067000,22540
19183,2021,1604354000,22494
19183,2022,1781497000,22571
19185,2020,288603000,6504
19185,2021,340888000,6511
19185,2022,343753000,6467
19187,2020,1722390000,36985
19187,2021,1911213000,37178
19187,2022,1959778000,36626
19189,2020,468059000,10662
19189,2021,548486000,10664
19189,2022,584073000,10617
19191,2020,1086417000,20037
19191,2021,1178441000,19915
19191,2022,1219250000,19974
19193,2020,4892678000,105904
19193,2021,5271919000,105816
19193,2022,5392308000,105671
19195,2020,332080000,7435
19195,2021,395971000,7380
19195,2022,405607000,7319
19197,2020,607875000,12915
19197,2021,741796000,12811
19197,2022,892998000,12681
20001,2020,557713000,12532
20001,2021,605841000,12526
20001,2022,587764000,12579
20003,2020,351233000,7843
20003,2021,425599000,7800
20003,2022,366989000,7776
20005,2020,684515000,16318
20005,2021,724379000,16257
20005,2022,691194000,16108
20007,2020,209169000,4203
20007,2021,222693000,4099
20007,2022,208239000,4122
20009,2020,1290658000,25419
20009,2021,1339513000,25239
20009,2022,1386180000,25080
20011,2020,647416000,14333
20011,2021,692540000,14336
20011,2022,721018000,14493
20013,2020,461057000,9482
20013,2021,489633000,9453
20013,2022,442031000,9364
20015,2020,3374412000,67390
20015,2021,3550635000,67958
20015,2022,3659856000,68240
20017,2020,148453000,2574
20017,2021,157175000,2598
20017,2022,151218000,2548
20019,2020,140216000,3385
20019,2021,148755000,3391
20019,2022,142956000,3415
20021,2020,911750000,19297
20021,2021,985455000,19208
20021,2022,1001442000,19088
20023,2020,145618000,2615
20023,2021,174987000,2624
20023,2022,140851000,2583
20025,2020,113284000,1974
20025,2021,109373000,1958
20025,2022,112375000,1933
20027,2020,383570000,8122
20027,2021,421758000,8091
20027,2022,382182000,8043
20029,2020,399844000,9008
20029,2021,425886000,8954
20029,2022,398416000,8946
20031,2020,477366000,8356
20031,2021,496594000,8343
20031,2022,460556000,8280
20033,2020,77474000,1680
20033,2021,83602000,1660
20033,2022,72955000,1681
20035,2020,1448931000,34524
20035,2021,1506778000,34652
20035,2022,1504368000,34453
20037,2020,1677091000,38951
20037,2021,1764393000,39033
20037,2022,1771794000,39078
20039,2020,149403000,2765
20039,2021,160192000,2764
20039,2022,163308000,2689
20041,2020,847962000,18368
20041,2021,911382000,18483
20041,2022,873520000,18430
20043,2020,347184000,7463
20043,2021,381418000,7442
20043,2022,350551000,7440
20045,2020,5781592000,118777
20045,2021,6195233000,119480
20045,2022,6334017000,119964
20047,2020,175053000,2883
20047,2021,194469000,2800
20047,2022,160329000,2739
20049,2020,101145000,2474
20049,2021,105006000,2431
20049,2022,97178000,2441
20051,2020,1474369000,28943
20051,2021,1572392000,28897
20051,2022,1621173000,28941
20053,2020,285740000,6369
20053,2021,304810000,6320
20053,2022,290387000,6355
20055,2020,1725146000,38302
20055,2021,1839724000,38066
20055,2022,1869130000,37650
20057,2020,1516250000,34208
20057,2021,1606870000,34121
20057,2022,1596931000,33848
20059,2020,1199050000,26008
20059,2021,1281376000,26021
20059,2022,1257354000,25992
20061,2020,1759108000,36751
20061,2021,1832634000,36112
20061,2022,1796125000,35691
20063,2020,174893000,2707
20063,2021,221322000,2735
20063,2022,198325000,2717
20065,2020,131465000,2408
20065,2021,147955000,2408
20065,2022,123848000,2411
20067,2020,326435000,7326
20067,2021,334370000,7318
20067,2022,292800000,7197
20069,2020,375433000,5646
20069,2021,376467000,5672
20069,2022,377624000,5729
20071,2020,110595000,1274
20071,2021,129239000,1280
20071,2022,107805000,1223
20073,2020,276343000,5965
20073,2021,283122000,5922
20073,2022,254727000,5939
20075,2020,188568000,2489
20075,2021,179817000,2468
20075,2022,193141000,2430
20077,2020,307989000,5465
20077,2021,322529000,5329
20077,2022,310366000,5323
20079,2020,1613477000,33998
20079,2021,1702085000,33827
20079,2022,1716155000,33801
20081,2020,248551000,3759
20081,2021,269530000,3646
20081,2022,212136000,3576
20083,2020,113457000,1739
20083,2021,117595000,1750
20083,2022,109152000,1755
20085,2020,619918000,13241
20085,2021,668732000,13270
20085,2022,653062000,13286
20087,2020,918083000,18320
20087,2021,989988000,18419
20087,2022,982500000,18344
20089,2020,162389000,2936
20089,2021,183914000,2946
20089,2022,135319000,2898
20091,2020,48330559000,611101
20091,2021,51037119000,614848
20091,2022,56039311000,619195
20093,2020,231691000,3961
20093,2021,241702000,3892
20093,2022,213528000,3855
20095,2020,362753000,7412
20095,2021,387192000,7280
20095,2022,358107000,7193
20097,2020,125970000,2452
20097,2021,134109000,2408
20097,2022,105008000,2404
20099,2020,919203000,20165
20099,2021,952147000,19929
20099,2022,944695000,19757
20101,2020,115484000,1569
20101,2021,125314000,1572
20101,2022,110586000,1556
20103,2020,3845598000,81953
20103,2021,4067522000,82322
20103,2022,4144804000,82892
20105,2020,155373000,2948
20105,2021,152937000,2907
20105,2022,136899000,2899
20107,2020,435319000,9586
20107,2021,462715000,9730
20107,2022,448178000,9796
20109,2020,163142000,2743
20109,2021,180112000,2710
20109,2022,161932000,2705
20111,2020,1418358000,32107
20111,2021,1499259000,31987
20111,2022,1492489000,31898
20113,2020,1657220000,30180
20113,2021,1732882000,30137
20113,2022,1727414000,30012
20115,2020,545853000,11778
20115,2021,572051000,11756
20115,2022,534082000,11868
20117,2020,477231000,10026
20117,2021,504738000,10010
20117,2022,454312000,9982
20119,2020,273611000,4054
20119,2021,305629000,3989
20119,2022,270003000,3897
20121,2020,1854984000,34232
20121,2021,2022497000,34665
20121,2022,2064878000,34867
20123,2020,399144000,5772
20123,2021,394298000,5757
20123,2022,364168000,5738
20125,2020,1268060000,31393
20125,2021,1353306000,31202
20125,2022,1361109000,30996
20127,2020,268884000,5367
20127,2021,279767000,5362
20127,2022,265455000,5349
20129,2020,131398000,2697
20129,2021,150972000,2669
20129,2022,106218000,2599
20131,2020,599131000,10265
20131,2021,627552000,10216
20131,2022,597310000,10115
20133,2020,695998000,15905
20133,2021,730092000,15779
20133,2022,709861000,15606
20135,2020,162501000,2667
20135,2021,180304000,2651
20135,2022,161329000,2645
20137,2020,265234000,5453
20137,2021,284654000,5369
20137,2022,274763000,5301
20139,2020,738444000,15746
20139,2021,786466000,15746
20139,2022,760480000,15654
20141,2020,179943000,3497
20141,2021,198250000,3485
20141,2022,171970000,3490
20143,2020,265142000,5728
20143,2021,298666000,5834
20143,2022,283619000,5795
20145,2020,286059000,6261
20145,2021,307677000,6246
20145,2022,271602000,6179
20147,2020,287513000,4977
20147,2021,321803000,4845
20147,2022,290881000,4809
20149,2020,1445352000,25411
20149,2021,1561494000,25860
20149,2022,1622038000,26273
20151,2020,476670000,9148
20151,2021,522267000,9180
20151,2022,482906000,9067
20153,2020,170649000,2565
20153,2021,203641000,2559
20153,2022,193282000,2528
20155,2020,2816376000,61887
20155,2021,2920660000,61510
20155,2022,2935983000,61516
20157,2020,225233000,4677
20157,2021,247392000,4682
20157,2022,214874000,4642
20159,2020,447206000,9385
20159,2021,466771000,9406
20159,2022,455320000,9407
20161,2020,3286694000,72013
20161,2021,3509887000,71849
20161,2022,3573936000,71108
20163,2020,225316000,4895
20163,2021,241808000,4870
20163,2022,207537000,4813
20165,2020,169420000,2938
20165,2021,184845000,2925
20165,2022,152027000,2927
20167,2020,334394000,6670
20167,2021,364549000,6677
20167,2022,350762000,6639
20169,2020,2778394000,54253
20169,2021,2968227000,53899
20169,2022,3054904000,53596
20171,2020,308109000,5138
20171,2021,321593000,5121
20171,2022,307684000,5014
20173,2020,27864880000,524786
20173,2021,30082214000,524481
20173,2022,31411750000,525525
20175,2020,922013000,21854
20175,2021,994827000,21747
20175,2022,1012698000,21358
20177,2020,9026141000,178698
20177,2021,9601458000,178367
20177,2022,9844071000,177480
20179,2020,139836000,2451
20179,2021,142630000,2452
20179,2022,137344000,2425
20181,2020,292114000,5895
20181,2021,325292000,5911
20181,2022,301049000,5830
20183,2020,198651000,3552
20183,2021,228308000,3555
20183,2022,191564000,3533
20185,2020,201756000,4055
20185,2021,207651000,4008
20185,2022,190325000,3993
20187,2020,175295000,2083
20187,2021,185553000,2041
20187,2022,152800000,1963
20189,2020,262431000,5246
20189,2021,290849000,5299
20189,2022,262351000,5175
20191,2020,980055000,22342
20191,2021,1060608000,22386
20191,2022,1021966000,22473
20193,2020,396412000,7933
20193,2021,438556000,7942
20193,2022,431531000,7893
20195,2020,157361000,2805
20195,2021,169934000,2792
20195,2022,147802000,2752
20197,2020,370387000,6885
20197,2021,396379000,6969
20197,2022,392158000,7019
20199,2020,91211000,1517
20199,2021,96274000,1514
20199,2022,78957000,1488
20201,2020,292430000,5532
20201,2021,306511000,5526
20201,2022,258820000,5501
20203,2020,129389000,2149
20203,2021,122434000,2081
20203,2022,112875000,2064
20205,2020,386201000,8576
20205,2021,420037000,8537
20205,2022,408806000,8622
20207,2020,132378000,3091
20207,2021,141083000,3076
20207,2022,122007000,3109
20209,2020,6112730000,168904
20209,2021,6417759000,167290
20209,2022,6340203000,165746
21001,2020,709273000,18880
21001,2021,779780000,18953
21001,2022,773154000,19067
21003,2020,765367000,20573
21003,2021,843290000,20828
21003,2022,870042000,21275
21005,2020,992327000,23870
21005,2021,1091234000,24043
21005,2022,1103802000,24224
21007,2020,342968000,7712
21007,2021,382833000,7690
21007,2022,380848000,7650
21009,2020,1782871000,44502
21009,2021,1942469000,44599
21009,2022,1918830000,44854
21011,2020,437913000,12716
21011,2021,483441000,12774
21011,2022,476815000,12829
21013,2020,886913000,23984
21013,2021,963762000,23765
21013,2022,934836000,23568
21015,2020,7305348000,136465
21015,2021,7927896000,137760
21015,2022,8168867000,139093
21017,2020,1021332000,20290
21017,2021,1135895000,20218
21017,2022,1149144000,20093
21019,2020,2060759000,48197
21019,2021,2206929000,47767
21019,2022,2210415000,48110
21021,2020,1297036000,30753
21021,2021,1391140000,30649
21021,2022,1399390000,30904
21023,2020,351214000,8402
21023,2021,376483000,8446
21023,2022,369156000,8452
21025,2020,478466000,13694
21025,2021,526070000,13527
21025,2022,511685000,13351
21027,2020,780003000,20443
21027,2021,877101000,20652
21027,2022,869526000,20943
21029,2020,3818899000,82355
21029,2021,4191222000,83076
21029,2022,4292245000,83836
21031,2020,482957000,12318
21031,2021,540131000,12279
21031,2022,529889000,12295
21033,2020,508958000,12634
21033,2021,571022000,12644
21033,2022,561386000,12570
21035,2020,1561216000,37145
21035,2021,1682179000,37489
21035,2022,1657525000,37685
21037,2020,5071530000,93129
21037,2021,5587120000,92856
21037,2022,5750551000,93300
21039,2020,221650000,4806
21039,2021,257305000,4760
21039,2022,253742000,4720
21041,2020,444778000,10836
21041,2021,491616000,10884
21041,2022,507411000,10938
21043,2020,952044000,26607
21043,2021,1034999000,26432
21043,2022,1015485000,26395
21045,2020,582189000,15924
21045,2021,640848000,15951
21045,2022,629984000,15920
21047,2020,2977257000,72768
21047,2021,3275064000,73221
21047,2022,3131878000,73037
21049,2020,1616786000,37037
21049,2021,1765683000,36925
21049,2022,1762708000,37061
21051,2020,704917000,20310
21051,2021,781562000,20184
21051,2022,756537000,19913
21053,2020,369313000,9232
21053,2021,403318000,9288
21053,2022,397825000,9123
21055,2020,345905000,9002
21055,2021,380050000,8939
21055,2022,373304000,8981
21057,2020,275635000,5860
21057,2021,296183000,5892
21057,2022,294319000,5946
21059,2020,4792290000,103391
21059,2021,5135546000,103140
21059,2022,5076400000,103222
21061,2020,453956000,12153
21061,2021,493042000,12213
21061,2022,488426000,12269
21063,2020,197473000,7333
21063,2021,210661000,7375
21063,2022,199853000,7293
21065,2020,519229000,14161
21065,2021,559813000,14090
21065,2022,547708000,14044
21067,2020,17937674000,322613
21067,2021,18769963000,320473
21067,2022,19105723000,320347
21069,2020,582069000,15098
21069,2021,627983000,15268
21069,2022,617296000,15288
21071,2020,1403131000,35804
21071,2021,1523539000,35300
21071,2022,1519284000,34978
21073,2020,2366180000,51589
21073,2021,2554794000,51683
21073,2022,2553065000,51607
21075,2020,230492000,6512
21075,2021,270025000,6513
21075,2022,261853000,6382
21077,2020,337136000,8672
21077,2021,378028000,8766
21077,2022,376966000,8763
21079,2020,694193000,16965
21079,2021,756395000,17385
21079,2022,766028000,17589
21081,2020,1041554000,25014
21081,2021,1158920000,25302
21081,2022,1161629000,25502
21083,2020,1571794000,36527
21083,2021,1777647000,36634
21083,2022,1827643000,36412
21085,2020,1032271000,26454
21085,2021,1117962000,26582
21085,2022,1107384000,26631
21087,2020,447444000,11130
21087,2021,477671000,11308
21087,2022,462414000,11365
21089,2020,1585720000,35887
21089,2021,1689693000,35682
21089,2022,1685995000,35403
21091,2020,373272000,9105
21091,2021,449973000,9083
21091,2022,486710000,9021
21093,2020,5321930000,110816
21093,2021,5857855000,111766
21093,2022,5897842000,111862
21095,2020,912858000,26752
21095,2021,994916000,26177
21095,2022,967772000,25662
21097,2020,777523000,18718
21097,2021,824376000,18964
21097,2022,813501000,19103
21099,2020,714543000,19289
21099,2021,783271000,19485
21099,2022,777402000,19600
21101,2020,2011818000,44668
21101,2021,2202861000,44417
21101,2022,2154053000,44046
21103,2020,706145000,15697
21103,2021,775785000,15704
21103,2022,780935000,15771
21105,2020,189376000,4530
21105,2021,237871000,4430
21105,2022,249873000,4422
21107,2020,1914132000,45366
21107,2021,2094859000,45096
21107,2022,2098803000,44812
21109,2020,455609000,12962
21109,2021,486397000,12987
21109,2022,477073000,12973
21111,2020,44075731000,782783
21111,2021,49066095000,777378
21111,2022,49555898000,773399
21113,2020,2744427000,53016
21113,2021,3058993000,53609
21113,2022,3156340000,54254
21115,2020,817450000,22644
21115,2021,887787000,22539
21115,2022,873167000,22244
21117,2020,10368680000,169246
21117,2021,11597451000,169734
21117,2022,11836384000,170313
21119,2020,520580000,14163
21119,2021,576423000,14033
21119,2022,565272000,13874
21121,2020,1055285000,30183
21121,2021,1153476000,30019
21121,2022,1108105000,29791
21123,2020,603411000,14877
21123,2021,654856000,15024
21123,2022,643576000,15163
21125,2020,2343075000,62728
21125,2021,2572544000,62592
21125,2022,2540449000,62885
21127,2020,563857000,16303
21127,2021,615772000,16268
21127,2022,611385000,16109
21129,2020,237023000,7372
21129,2021,261056000,7454
21129,2022,250632000,7261
21131,2020,367227000,10471
21131,2021,403226000,10298
21131,2022,392621000,10093
21133,2020,761787000,21465
21133,2021,837711000,21245
21133,2022,820265000,20893
21135,2020,474227000,13082
21135,2021,515805000,13006
21135,2022,494697000,12954
21137,2020,903490000,24249
21137,2021,973558000,24227
21137,2022,974593000,24360
21139,2020,390420000,8873
21139,2021,412039000,8984
21139,2022,410423000,8963
21141,2020,1104895000,27515
21141,2021,1260387000,27815
21141,2022,1233895000,27877
21143,2020,335535000,8678
21143,2021,360539000,8436
21143,2022,361416000,9101
21145,2020,3465970000,67911
21145,2021,3867263000,67612
21145,2022,3931515000,67490
21147,2020,525475000,16857
21147,2021,594446000,16681
21147,2022,568796000,16701
21149,2020,375798000,9134
21149,2021,448318000,9127
21149,2022,467961000,9105
21151,2020,3760630000,92983
21151,2021,4121437000,93473
21151,2022,4221520000,95187
21153,2020,450076000,11604
21153,2021,483299000,11476
21153,2022,469478000,11357
21155,2020,793716000,19588
21155,2021,871158000,19758
21155,2022,861269000,19775
21157,2020,1444921000,31685
21157,2021,1530406000,31820
21157,2022,1539415000,31777
21159,2020,367911000,11249
21159,2021,362602000,11157
21159,2022,354550000,11095
21161,2020,750856000,17130
21161,2021,835080000,16965
21161,2022,814880000,16930
21163,2020,1288346000,30030
21163,2021,1416548000,30132
21163,2022,1404411000,30001
21165,2020,229939000,6135
21165,2021,251805000,6209
21165,2022,248212000,6250
21167,2020,889471000,22652
21167,2021,994676000,22872
21167,2022,1014389000,22902
21169,2020,353957000,10286
21169,2021,391868000,10363
21169,2022,379092000,10370
21171,2020,449592000,11316
21171,2021,494854000,11269
21171,2022,507138000,11355
21173,2020,1120268000,28104
21173,2021,1202632000,28231
21173,2022,1202854000,28367
21175,2020,423243000,13729
21175,2021,462479000,13682
21175,2022,447733000,14120
21177,2020,1130437000,30886
21177,2021,1227117000,30072
21177,2022,1223969000,30455
21179,2020,2253279000,46784
21179,2021,2496257000,47149
21179,2022,2527317000,47392
21181,2020,284017000,7540
21181,2021,309482000,7750
21181,2022,307055000,7805
21183,2020,855145000,23746
21183,2021,936128000,23730
21183,2022,943115000,23527
21185,2020,4586996000,67692
21185,2021,5056281000,68232
21185,2022,5345328000,69431
21187,2020,410337000,11304
21187,2021,453413000,11307
21187,2022,446235000,11290
21189,2020,165106000,4031
21189,2021,181540000,3967
21189,2022,177503000,3929
21191,2020,680823000,14652
21191,2021,742027000,14611
21191,2022,756474000,14676
21193,2020,1112742000,28360
21193,2021,1202833000,27906
21193,2022,1179481000,27361
21195,2020,2325617000,58443
21195,2021,2472358000,57362
21195,2022,2452130000,56286
21197,2020,454339000,13095
21197,2021,493137000,13110
21197,2022,489048000,13083
21199,2020,2772997000,65104
21199,2021,3056606000,65561
21199,2022,3030478000,65795
21201,2020,84821000,2181
21201,2021,92224000,2250
21201,2022,87702000,2229
21203,2020,602246000,16064
21203,2021,648721000,16151
21203,2022,642169000,16242
21205,2020,858694000,24716
21205,2021,926830000,24586
21205,2022,912279000,24388
21207,2020,755499000,17995
21207,2021,858556000,18195
21207,2022,924092000,18178
21209,2020,2768595000,57520
21209,2021,3020820000,58312
21209,2022,3109938000,59099
21211,2020,2453480000,48243
21211,2021,2709688000,48580
21211,2022,2761100000,48886
21213,2020,796582000,19626
21213,2021,873717000,19716
21213,2022,861071000,19949
21215,2020,996320000,19510
21215,2021,1085945000,19895
21215,2022,1136761000,20204
21217,2020,1015745000,26000
21217,2021,1074066000,26158
21217,2022,1051567000,26407
21219,2020,504136000,12289
21219,2021,584043000,12321
21219,2022,586189000,12404
21221,2020,602891000,14080
21221,2021,654139000,14202
21221,2022,637149000,14332
21223,2020,372749000,8461
21223,2021,410293000,8553
21223,2022,412732000,8539
21225,2020,582154000,13665
21225,2021,670259000,13166
21225,2022,633146000,12961
21227,2020,5573301000,135013
21227,2021,6156417000,137148
21227,2022,6449072000,139843
21229,2020,514074000,12042
21229,2021,552011000,12091
21229,2022,545012000,12061
21231,2020,675203000,19542
21231,2021,744517000,19569
21231,2022,723632000,19681
21233,2020,534425000,13017
21233,2021,609200000,12857
21233,2022,628885000,12726
21235,2020,1440280000,36695
21235,2021,1559327000,36699
21235,2022,1555071000,36873
21237,2020,256867000,6556
21237,2021,290165000,6491
21237,2022,280408000,6400
21239,2020,1473999000,26902
21239,2021,1641454000,27090
21239,2022,1690519000,27062
22001,2020,2525821000,57472
22001,2021,2642988000,57262
22001,2022,2591557000,56744
22003,2020,942305000,22684
22003,2021,964845000,22604
22003,2022,948727000,22320
22005,2020,7084942000,126966
22005,2021,7636934000,128502
22005,2022,7879742000,130458
22007,2020,1087289000,20957
22007,2021,1179429000,20726
22007,2022,1148832000,20604
22009,2020,1693355000,39638
22009,2021,1780963000,39265
22009,2022,1704914000,38751
22011,2020,1730688000,36600
22011,2021,1837220000,36619
22011,2022,1846898000,36570
22013,2020,550434000,12918
22013,2021,581807000,12800
22013,2022,570718000,12641
22015,2020,6253863000,128717
22015,2021,6765982000,129402
22015,2022,6884444000,129276
22017,2020,12976558000,236928
22017,2021,13372691000,232741
22017,2022,13202840000,229025
22019,2020,10117795000,216465
22019,2021,10559327000,205095
22019,2022,10430209000,202418
22021,2020,374959000,9611
22021,2021,394989000,9593
22021,2022,380470000,9554
22023,2020,326527000,5623
22023,2021,324667000,5099
22023,2022,308808000,4902
22025,2020,362553000,8841
22025,2021,388520000,8712
22025,2022,369939000,8566
22027,2020,575068000,14103
22027,2021,604983000,13990
22027,2022,604939000,13744
22029,2020,741439000,18568
22029,2021,782057000,18373
22029,2022,756737000,18116
22031,2020,1271075000,26838
22031,2021,1405989000,26934
22031,2022,1426809000,26853
22033,2020,25094099000,455886
22033,2021,27243892000,453653
22033,2022,27024382000,450544
22035,2020,256407000,7397
22035,2021,282912000,7242
22035,2022,251727000,6990
22037,2020,858288000,19450
22037,2021,915120000,19319
22037,2022,900274000,19135
22039,2020,1243308000,32304
22039,2021,1306540000,32190
22039,2022,1286708000,31986
22041,2020,739141000,19712
22041,2021,792191000,19593
22041,2022,750584000,19308
22043,2020,776594000,22135
22043,2021,828921000,22212
22043,2022,822159000,22000
22045,2020,2951416000,70054
22045,2021,3234214000,69298
22045,2022,3083795000,68327
22047,2020,1465430000,30058
22047,2021,1590381000,29713
22047,2022,1540175000,29506
22049,2020,585829000,14997
22049,2021,625219000,14922
22049,2022,625356000,14839
22051,2020,24086340000,439712
22051,2021,25493133000,433929
22051,2022,24996051000,425884
22053,2020,1475396000,32210
22053,2021,1519356000,32413
22053,2022,1552351000,32026
22055,2020,13100224000,242148
22055,2021,14530014000,244922
22055,2022,14614814000,247866
22057,2020,4465124000,97434
22057,2021,5008555000,97537
22057,2022,5016278000,95870
22059,2020,545700000,14822
22059,2021,559700000,14793
22059,2022,551083000,14729
22061,2020,2029677000,48304
22061,2021,2258756000,48153
22061,2022,2278256000,48129
22063,2020,6561596000,142824
22063,2021,7099337000,146230
22063,2022,7298471000,148425
22065,2020,398383000,9923
22065,2021,431501000,9804
22065,2022,400690000,9478
22067,2020,1045720000,25453
22067,2021,1099664000,25000
22067,2022,1039337000,24446
22069,2020,1651793000,37388
22069,2021,1776589000,36995
22069,2022,1804164000,36663
22071,2020,21298054000,383218
22071,2021,23577230000,377063
22071,2022,22785015000,369749
22073,2020,6980475000,160096
22073,2021,7457508000,158919
22073,2022,7409117000,157702
22075,2020,1200997000,23458
22075,2021,1290449000,23284
22075,2022,1252016000,22516
22077,2020,1107782000,20670
22077,2021,1195970000,20323
22077,2022,1152300000,20151
22079,2020,6468427000,129657
22079,2021,6887427000,128748
22079,2022,6853705000,127189
22081,2020,377280000,7587
22081,2021,402892000,7490
22081,2022,402866000,7420
22083,2020,856569000,20032
22083,2021,895378000,19890
22083,2022,876729000,19826
22085,2020,918202000,22093
22085,2021,996033000,22098
22085,2022,1032123000,21985
22087,2020,1723818000,43853
22087,2021,1877166000,44330
22087,2022,1861926000,44479
22089,2020,2765411000,52507
22089,2021,2976383000,52405
22089,2022,2940903000,50998
22091,2020,493836000,10901
22091,2021,516260000,10921
22091,2022,488411000,10822
22093,2020,1154367000,20117
22093,2021,1262916000,19790
22093,2022,1217522000,19423
22095,2020,1864266000,42355
22095,2021,1946003000,42021
22095,2022,1822692000,39864
22097,2020,3709916000,82302
22097,2021,3937368000,82283
22097,2022,3893301000,81773
22099,2020,2193426000,51628
22099,2021,2382140000,51573
22099,2022,2301022000,51236
22101,2020,2174903000,49143
22101,2021,2343736000,48188
22101,2022,2236367000,47789
22103,2020,17352907000,264986
22103,2021,19699862000,270087
22103,2022,20138628000,273263
22105,2020,5864115000,133635
22105,2021,6470262000,135508
22105,2022,6511396000,137048
22107,2020,181561000,4107
22107,2021,207764000,4034
22107,2022,181684000,3846
22109,2020,4964511000,109405
22109,2021,5253886000,109013
22109,2022,5095651000,104786
22111,2020,930125000,21090
22111,2021,987898000,20996
22111,2022,1012877000,20721
22113,2020,2504670000,56918
22113,2021,2700364000,56854
22113,2022,2669178000,56952
22115,2020,2164167000,48625
22115,2021,2291753000,48056
22115,2022,2246965000,47247
22117,2020,1785219000,45344
22117,2021,1892035000,45176
22117,2022,1862975000,45025
22119,2020,1686324000,36875
22119,2021,1788051000,36024
22119,2022,1771714000,35643
22121,2020,1407211000,27258
22121,2021,1522795000,27805
22121,2022,1538925000,28034
22123,2020,403036000,9693
22123,2021,410095000,9596
22123,2022,391090000,9475
22125,2020,643289000,15250
22125,2021,701737000,15481
22125,2022,702811000,15381
22127,2020,595013000,13721
22127,2021,628449000,13507
22127,2022,627419000,13205
23001,2020,5099252000,111180
23001,2021,5428031000,112648
23001,2022,5544341000,113023
23003,2020,3138012000,67064
23003,2021,3345264000,67022
23003,2022,3424296000,67255
23005,2020,20819715000,303570
23005,2021,22911063000,306149
23005,2022,23984992000,307451
23007,2020,1286700000,29460
23007,2021,1387790000,30275
23007,2022,1435940000,30474
23009,2020,3083104000,55500
23009,2021,3443336000,56403
23009,2022,3592419000,56701
23011,2020,6206832000,123832
23011,2021,6747495000,124824
23011,2022,6950038000,125540
23013,2020,2269256000,40657
23013,2021,2437186000,41074
23013,2022,2547931000,41164
23015,2020,1927715000,35249
23015,2021,2130054000,35985
23015,2022,2228081000,36215
23017,2020,2477340000,57894
23017,2021,2689262000,58719
23017,2022,2763527000,59495
23019,2020,7191988000,152165
23019,2021,7756839000,152834
23019,2022,7992291000,153704
23021,2020,766738000,16805
23021,2021,842603000,17184
23021,2022,868458000,17417
23023,2020,2002942000,36724
23023,2021,2226728000,37190
23023,2022,2339608000,37393
23025,2020,2185854000,50460
23025,2021,2371053000,50715
23025,2022,2417252000,51098
23027,2020,1898061000,39654
23027,2021,2075782000,39984
23027,2022,2201765000,40241
23029,2020,1433761000,31087
23029,2021,1519991000,31166
23029,2022,1556136000,31437
23031,2020,12255113000,212256
23031,2021,13513226000,215066
23031,2022,14103520000,216732
24001,2020,3066203000,67955
24001,2021,3210197000,67691
24001,2022,3113977000,67267
24003,2020,42525933000,589054
24003,2021,45544247000,592052
24003,2022,46803613000,593286
24005,2020,54480535000,853325
24005,2021,57265072000,850634
24005,2022,57385048000,846161
24009,2020,6234318000,92905
24009,2021,6499411000,94226
24009,2022,6687927000,94573
24011,2020,1592316000,33273
