county_fips,year,bea_total_income,population
29207,2022,1353725000,28377
29209,2020,1375089000,31206
29209,2021,1472492000,31605
29209,2022,1509049000,32136
29211,2020,266685000,5987
29211,2021,269721000,5916
29211,2022,250642000,5840
29213,2020,2182278000,56057
29213,2021,2460946000,56334
29213,2022,2553137000,56821
29215,2020,839176000,24326
29215,2021,910744000,24893
29215,2022,913576000,25336
29217,2020,784384000,19669
29217,2021,830154000,19605
29217,2022,842094000,19651
29219,2020,1667616000,35740
29219,2021,1823157000,36529
29219,2022,1917843000,37260
29221,2020,816760000,23416
29221,2021,874103000,23444
29221,2022,881309000,23441
29223,2020,431506000,10933
29223,2021,454844000,10907
29223,2022,457252000,10792
29225,2020,1477752000,39002
29225,2021,1623929000,39580
29225,2022,1687819000,40335
29227,2020,80925000,1962
29227,2021,82481000,1969
29227,2022,81598000,1955
29229,2020,658842000,18211
29229,2021,717811000,18640
29229,2022,729225000,19156
29510,2020,15163500000,300483
29510,2021,15842025000,293562
29510,2022,15982697000,286578
30001,2020,490851000,9381
30001,2021,530323000,9532
30001,2022,592163000,9719
30003,2020,465571000,13082
30003,2021,466960000,12932
30003,2022,479492000,12851
30005,2020,228466000,7005
30005,2021,229114000,6982
30005,2022,254170000,6936
30007,2020,322799000,6857
30007,2021,363534000,7323
30007,2022,403194000,7793
30009,2020,621804000,10510
30009,2021,700847000,10862
30009,2022,761939000,11179
30011,2020,57531000,1408
30011,2021,53254000,1410
30011,2022,57595000,1382
30013,2020,4258036000,84402
30013,2021,4609262000,84498
30013,2022,4838950000,84864
30015,2020,267473000,5895
30015,2021,238775000,5916
30015,2022,323643000,5898
30017,2020,568640000,11863
30017,2021,596709000,11971
30017,2022,633130000,12032
30019,2020,94461000,1653
30019,2021,91587000,1669
30019,2022,104111000,1628
30021,2020,415381000,8923
30021,2021,423404000,8866
30021,2022,437369000,8830
30023,2020,415282000,9420
30023,2021,445753000,9506
30023,2022,455852000,9510
30025,2020,146612000,3028
30025,2021,147696000,2984
30025,2022,151747000,3011
30027,2020,523176000,11469
30027,2021,556955000,11609
30027,2022,596778000,11663
30029,2020,5822134000,104862
30029,2021,6674528000,108725
30029,2022,7055024000,111814
30031,2020,7686693000,119585
30031,2021,9350625000,123051
30031,2022,10102031000,124857
30033,2020,48855000,1170
30033,2021,40999000,1210
30033,2022,53319000,1218
30035,2020,563588000,13737
30035,2021,562943000,13743
30035,2022,608973000,13681
30037,2020,45669000,821
30037,2021,41966000,818
30037,2022,46806000,835
30039,2020,169379000,3308
30039,2021,187407000,3355
30039,2022,197779000,3502
30041,2020,799174000,16263
30041,2021,810313000,16175
30041,2022,875624000,16068
30043,2020,658745000,12140
30043,2021,732596000,12472
30043,2022,773833000,12826
30045,2020,106177000,2025
30045,2021,92963000,2052
30045,2022,112777000,2105
30047,2020,1356676000,31246
30047,2021,1495246000,32075
30047,2022,1562289000,32853
30049,2020,3823731000,71168
30049,2021,4225366000,72503
30049,2022,4391787000,73832
30051,2020,119122000,1956
30051,2021,106151000,1934
30051,2022,144962000,1972
30053,2020,826028000,19739
30053,2021,918898000,20571
30053,2022,965946000,21525
30055,2020,76632000,1730
30055,2021,82170000,1711
30055,2022,90556000,1709
30057,2020,556254000,8660
30057,2021,597725000,8944
30057,2022,670597000,9265
30059,2020,92230000,1922
30059,2021,90076000,1960
30059,2022,99440000,2013
30061,2020,200200000,4565
30061,2021,221366000,4868
30061,2022,235414000,5058
30063,2020,6814562000,118337
30063,2021,7405590000,119806
30063,2022,7721261000,121041
30065,2020,224959000,4745
30065,2021,238839000,4912
30065,2022,257011000,5197
30067,2020,921047000,17224
30067,2021,1039533000,17531
30067,2022,1123839000,17790
30069,2020,18691000,500
30069,2021,13848000,522
30069,2022,17830000,524
30071,2020,177721000,4208
30071,2021,178635000,4216
30071,2022,190653000,4240
30073,2020,329169000,5879
30073,2021,319521000,6018
30073,2022,369026000,6078
30075,2020,68654000,1693
30075,2021,63184000,1707
30075,2022,70375000,1725
30077,2020,348990000,6941
30077,2021,336574000,7012
30077,2022,353941000,7051
30079,2020,55136000,1093
30079,2021,52995000,1101
30079,2022,58493000,1107
30081,2020,2332249000,44409
30081,2021,2672169000,46125
30081,2022,2852161000,47298
30083,2020,676868000,11531
30083,2021,692930000,11342
30083,2022,723489000,11237
30085,2020,426434000,10794
30085,2021,451363000,10808
30085,2022,462403000,10572
30087,2020,425733000,8305
30087,2021,427849000,8077
30087,2022,427238000,8088
30089,2020,507419000,12463
30089,2021,576307000,12975
30089,2022,597156000,13442
30091,2020,188571000,3536
30091,2021,186727000,3569
30091,2022,188837000,3564
30093,2020,1754224000,35201
30093,2021,1944632000,35554
30093,2022,2040096000,36068
30095,2020,558869000,8997
30095,2021,592440000,9026
30095,2022,625835000,9177
30097,2020,196562000,3670
30097,2021,208119000,3705
30097,2022,220603000,3715
30099,2020,329182000,6256
30099,2021,326269000,6282
30099,2022,383337000,6368
30101,2020,275025000,4970
30101,2021,254371000,5010
30101,2022,303144000,5082
30103,2020,41568000,758
30103,2021,33897000,769
30103,2022,39077000,758
30105,2020,376207000,7556
30105,2021,424292000,7556
30105,2022,447643000,7513
30107,2020,92375000,2083
30107,2021,88000000,2045
30107,2022,94793000,2032
30109,2020,41541000,937
30109,2021,42983000,935
30109,2022,42770000,919
30111,2020,9199659000,165196
30111,2021,10285474000,167397
30111,2022,10788735000,169852
31001,2020,1645878000,31177
31001,2021,1832855000,30990
31001,2022,1856883000,30970
31003,2020,435022000,6278
31003,2021,479044000,6292
31003,2022,433298000,6293
31005,2020,23097000,432
31005,2021,22933000,441
31005,2022,19291000,433
31007,2020,43441000,677
31007,2021,45155000,689
31007,2022,40296000,660
31009,2020,30502000,431
31009,2021,26875000,461
31009,2022,24760000,453
31011,2020,335719000,5359
31011,2021,406500000,5400
31011,2022,340177000,5385
31013,2020,566493000,10826
31013,2021,605612000,10647
31013,2022,589933000,10672
31015,2020,114474000,1805
31015,2021,137625000,1786
31015,2022,136752000,1741
31017,2020,185395000,2902
31017,2021,194485000,2912
31017,2022,182929000,2872
31019,2020,3067114000,50195
31019,2021,3174072000,50310
31019,2022,3254945000,50586
31021,2020,336130000,6721
31021,2021,393986000,6706
31021,2022,368702000,6755
31023,2020,437521000,8345
31023,2021,519817000,8425
31023,2022,506369000,8427
31025,2020,1533927000,26601
31025,2021,1706507000,27071
31025,2022,1747284000,27122
31027,2020,471173000,8372
31027,2021,569653000,8325
31027,2022,524023000,8371
31029,2020,265403000,3887
31029,2021,284175000,3829
31029,2022,273956000,3772
31031,2020,293289000,5454
31031,2021,313102000,5447
31031,2022,294869000,5464
31033,2020,465699000,9486
31033,2021,474765000,9502
31033,2022,481772000,9511
31035,2020,349323000,6105
31035,2021,405744000,6047
31035,2022,359782000,6049
31037,2020,520823000,10557
31037,2021,597492000,10474
31037,2022,583479000,10444
31039,2020,644710000,9008
31039,2021,698830000,8972
31039,2022,671021000,8929
31041,2020,585948000,10493
31041,2021,648054000,10476
31041,2022,613208000,10476
31043,2020,914836000,21552
31043,2021,1056246000,21256
31043,2022,1098776000,21042
31045,2020,363305000,8150
31045,2021,393767000,8131
31045,2022,378687000,8241
31047,2020,1162719000,24086
31047,2021,1250672000,23934
31047,2022,1259560000,23884
31049,2020,82346000,1831
31049,2021,86501000,1857
31049,2022,88789000,1902
31051,2020,278958000,5582
31051,2021,318295000,5546
31051,2022,300898000,5464
31053,2020,1890321000,37110
31053,2021,2114615000,37120
31053,2022,2195848000,36997
31055,2020,37410823000,585386
31055,2021,40686190000,585467
31055,2022,43298830000,586327
31057,2020,140326000,1654
31057,2021,146916000,1630
31057,2022,140448000,1590
31059,2020,339752000,5572
31059,2021,390214000,5555
31059,2022,367538000,5553
31061,2020,173957000,2890
31061,2021,190798000,2891
31061,2022,174324000,2873
31063,2020,117605000,2504
31063,2021,145721000,2555
31063,2022,140918000,2633
31065,2020,245981000,4626
31065,2021,287848000,4611
31065,2022,273552000,4575
31067,2020,1105343000,21653
31067,2021,1307597000,21611
31067,2022,1378333000,21583
31069,2020,95619000,1886
31069,2021,100387000,1833
31069,2022,94721000,1837
31071,2020,92423000,1807
31071,2021,93943000,1832
31071,2022,87899000,1801
31073,2020,109916000,1895
31073,2021,125275000,1819
31073,2022,119017000,1808
31075,2020,33106000,615
31075,2021,31559000,577
31075,2022,28039000,576
31077,2020,127938000,2175
31077,2021,151634000,2184
31077,2022,138825000,2227
31079,2020,2925126000,62760
31079,2021,3296899000,62092
31079,2022,3353322000,62097
31081,2020,564799000,9404
31081,2021,637842000,9382
31081,2022,627629000,9429
31083,2020,186935000,3057
31083,2021,206773000,3097
31083,2022,192801000,3054
31085,2020,72982000,853
31085,2021,75690000,841
31085,2022,64830000,849
31087,2020,127608000,2622
31087,2021,155950000,2594
31087,2022,152455000,2598
31089,2020,594877000,10113
31089,2021,691369000,10081
31089,2022,634611000,10043
31091,2020,32957000,706
31091,2021,32379000,731
31091,2022,29855000,686
31093,2020,334939000,6484
31093,2021,376755000,6519
31093,2022,367511000,6515
31095,2020,367914000,7259
31095,2021,420879000,7160
31095,2022,410943000,7154
31097,2020,202696000,5292
31097,2021,234797000,5335
31097,2022,226948000,5287
31099,2020,407998000,6681
31099,2021,482770000,6662
31099,2022,458004000,6690
31101,2020,415191000,8325
31101,2021,448374000,8298
31101,2022,445252000,8269
31103,2020,50605000,759
31103,2021,47099000,787
31103,2022,46069000,787
31105,2020,175114000,3411
31105,2021,180903000,3405
31105,2022,182779000,3315
31107,2020,439902000,8396
31107,2021,497271000,8436
31107,2022,489419000,8336
31109,2020,17260040000,323144
31109,2021,19129727000,323420
31109,2022,19600428000,324756
31111,2020,1830132000,34534
31111,2021,2104894000,34078
31111,2022,2181601000,33685
31113,2020,39177000,715
31113,2021,37735000,684
31113,2022,35631000,675
31115,2020,37138000,603
31115,2021,39009000,598
31115,2022,37903000,599
31117,2020,26821000,397
31117,2021,22787000,382
31117,2022,20823000,372
31119,2020,1889687000,35521
31119,2021,2154846000,35360
31119,2022,2209345000,35368
31121,2020,401449000,7655
31121,2021,442554000,7670
31121,2022,426759000,7721
31123,2020,294107000,4553
31123,2021,318271000,4573
31123,2022,314516000,4527
31125,2020,149194000,3390
31125,2021,185262000,3380
31125,2022,158565000,3326
31127,2020,353440000,7085
31127,2021,410592000,7000
31127,2022,389047000,7035
31129,2020,235428000,4090
31129,2021,281367000,4063
31129,2022,256333000,4041
31131,2020,886932000,15897
31131,2021,949654000,16008
31131,2022,938149000,16198
31133,2020,130864000,2536
31133,2021,152416000,2540
31133,2022,141258000,2528
31135,2020,209480000,2863
31135,2021,256048000,2822
31135,2022,243535000,2829
31137,2020,533541000,8972
31137,2021,595384000,8933
31137,2022,560371000,8988
31139,2020,430891000,7340
31139,2021,542189000,7316
31139,2022,626943000,7332
31141,2020,1744016000,34283
31141,2021,1956217000,34282
31141,2022,1928041000,34296
31143,2020,292475000,5212
31143,2021,352520000,5159
31143,2022,336879000,5166
31145,2020,538574000,10686
31145,2021,588587000,10639
31145,2022,594130000,10573
31147,2020,420250000,7860
31147,2021,476475000,7783
31147,2022,451021000,7705
31149,2020,94899000,1266
31149,2021,99472000,1271
31149,2022,89280000,1245
31151,2020,661730000,14242
31151,2021,756364000,14052
31151,2022,732554000,14116
31153,2020,10496946000,191157
31153,2021,11610739000,193798
31153,2022,12192268000,196553
31155,2020,1288811000,22372
31155,2021,1479994000,22798
31155,2022,1506023000,23118
31157,2020,1779182000,36036
31157,2021,1875081000,35828
31157,2022,1899086000,35603
31159,2020,952120000,17614
31159,2021,1053902000,17584
31159,2022,1048987000,17692
31161,2020,285775000,5104
31161,2021,323195000,5086
31161,2022,350552000,4996
31163,2020,147202000,2956
31163,2021,178828000,2953
31163,2022,167793000,2980
31165,2020,76391000,1144
31165,2021,82210000,1151
31165,2022,74128000,1127
31167,2020,307915000,5822
31167,2021,350062000,5797
31167,2022,333797000,5717
31169,2020,294558000,5019
31169,2021,340759000,4906
31169,2022,324019000,4885
31171,2020,40620000,670
31171,2021,40883000,676
31171,2022,44374000,671
31173,2020,327609000,6752
31173,2021,377945000,6595
31173,2022,369036000,6507
31175,2020,240204000,4055
31175,2021,259226000,4074
31175,2022,246836000,4073
31177,2020,1269300000,20928
31177,2021,1416383000,20993
31177,2022,1477407000,21167
31179,2020,447928000,9694
31179,2021,516046000,9843
31179,2022,511259000,9871
31181,2020,186718000,3390
31181,2021,198908000,3393
31181,2022,189138000,3336
31183,2020,54858000,775
31183,2021,53153000,787
31183,2022,44392000,785
31185,2020,755111000,14103
31185,2021,869567000,14248
31185,2022,870178000,14354
32001,2020,1277265000,25568
32001,2021,1420593000,25671
32001,2022,1400858000,25843
32003,2020,119563676000,2274734
32003,2021,134011250000,2295194
32003,2022,137403632000,2322985
32005,2020,4226734000,49522
32005,2021,4751159000,49969
32005,2022,4977474000,49628
32007,2020,2698820000,53670
32007,2021,2877927000,53811
32007,2022,2920991000,54046
32009,2020,35100000,732
32009,2021,46969000,733
32009,2022,44920000,744
32011,2020,89980000,1853
32011,2021,91949000,1909
32011,2022,92462000,1863
32013,2020,877387000,17276
32013,2021,952139000,17591
32013,2022,940147000,17272
32015,2020,392104000,5726
32015,2021,423703000,5762
32015,2022,424092000,5766
32017,2020,217738000,4448
32017,2021,227353000,4433
32017,2022,217685000,4482
32019,2020,2615023000,59466
32019,2021,2842019000,60927
32019,2022,2878176000,61585
32021,2020,214754000,4557
32021,2021,223364000,4615
32021,2022,214936000,4525
32023,2020,2085919000,51960
32023,2021,2285465000,53277
32023,2022,2356607000,54738
32027,2020,244106000,6622
32027,2021,267778000,6442
32027,2022,257606000,6462
32029,2020,279235000,4106
32029,2021,320507000,4145
32029,2022,325291000,4170
32031,2020,31752592000,487674
32031,2021,37242958000,494281
32031,2022,38784839000,496745
32033,2020,484383000,9051
32033,2021,517902000,8846
32033,2022,503756000,8788
32510,2020,3214408000,58683
32510,2021,3503024000,58796
32510,2022,3547426000,58130
33001,2020,4376543000,63775
33001,2021,4601505000,64612
33001,2022,4733706000,64781
33003,2020,3317972000,50235
33003,2021,3629323000,51725
33003,2022,3710382000,52199
33005,2020,4400832000,76541
33005,2021,5008433000,76821
33005,2022,4824273000,77350
33007,2020,1537973000,31227
33007,2021,1658422000,31411
33007,2022,1652012000,31504
33009,2020,6299573000,91177
33009,2021,6731642000,90474
33009,2022,6855914000,91126
33011,2020,28018649000,422883
33011,2021,29643657000,424496
33011,2022,30613013000,426594
33013,2020,9903093000,154022
33013,2021,10386209000,154591
33013,2022,10720636000,156020
33015,2020,25696512000,314603
33015,2021,27795019000,318214
33015,2022,28968183000,319424
33017,2020,7483507000,131055
33017,2021,7965489000,131534
33017,2022,8232006000,132275
33019,2020,2547367000,43069
33019,2021,2777150000,43627
33019,2022,2811792000,43958
34001,2020,14677214000,274172
34001,2021,15778937000,275130
34001,2022,15413028000,275638
34003,2020,84358030000,953617
34003,2021,90383200000,954879
34003,2022,92572219000,952997
34005,2020,30177389000,461648
34005,2021,32331893000,464411
34005,2022,32836141000,466103
34007,2020,29718047000,523074
34007,2021,31983569000,524124
34007,2022,31751272000,524907
34009,2020,6542215000,95040
34009,2021,7034972000,95768
34009,2022,6846399000,95634
34011,2020,6762503000,153692
34011,2021,7311328000,152089
34011,2022,7082126000,151356
34013,2020,58351749000,859924
34013,2021,63950732000,854121
34013,2022,64504533000,849477
34015,2020,17684552000,302554
34015,2021,18989435000,304620
34015,2022,19133365000,306601
34017,2020,46668857000,721832
34017,2021,51146832000,703447
34017,2022,51155489000,703366
34019,2020,12009432000,128786
34019,2021,12726403000,129668
34019,2022,13242918000,129777
34021,2020,28137302000,386441
34021,2021,29799059000,382116
34021,2022,30209069000,380688
34023,2020,55848432000,861314
34023,2021,60303844000,862328
34023,2022,61118860000,861418
34025,2020,55656459000,642771
34025,2021,58981569000,646392
34025,2022,60790515000,644098
34027,2020,51243502000,508384
34027,2021,54954469000,510444
34027,2022,57042676000,511151
34029,2020,36360846000,638422
34029,2021,38585418000,649741
34029,2022,38906205000,655735
34031,2020,28022722000,523406
34031,2021,30038687000,518345
34031,2022,29328889000,513936
34033,2020,3370402000,64842
34033,2021,3582567000,65058
34033,2022,3532590000,65117
34035,2020,35615970000,344725
34035,2021,37004662000,346331
34035,2022,38417397000,346875
34037,2020,9653621000,143915
34037,2021,10237523000,145645
34037,2022,10470040000,146084
34039,2020,40544459000,573617
34039,2021,43123901000,572810
34039,2022,43656824000,569815
34041,2020,6490663000,109513
34041,2021,6846171000,110494
34041,2022,6979621000,110926
35001,2020,33882675000,676803
35001,2021,36820728000,674980
35001,2022,37353443000,672508
35003,2020,135822000,3611
35003,2021,145050000,3726
35003,2022,151011000,3827
35005,2020,2807080000,65148
35005,2021,3015428000,64644
35005,2022,3053649000,63894
35006,2020,868532000,27102
35006,2021,921878000,27238
35006,2022,921250000,26950
35007,2020,550878000,12353
35007,2021,605590000,12356
35007,2022,615787000,12246
35009,2020,2339337000,48370
35009,2021,2461687000,47960
35009,2022,2551319000,47532
35011,2020,90628000,1683
35011,2021,90679000,1679
35011,2022,94895000,1693
35013,2020,8993528000,220047
35013,2021,10118335000,221655
35013,2022,10130839000,223337
35015,2020,3679704000,62329
35015,2021,3950210000,60899
35015,2022,4074383000,60400
35017,2020,1242531000,28203
35017,2021,1360338000,27892
35017,2022,1437371000,27686
35019,2020,168832000,4440
35019,2021,193715000,4432
35019,2022,184281000,4310
35021,2020,28691000,655
35021,2021,28126000,636
35021,2022,29004000,628
35023,2020,196146000,4166
35023,2021,205539000,4090
35023,2022,212600000,4003
35025,2020,3399530000,74635
35025,2021,3487606000,73103
35025,2022,3827278000,72452
35027,2020,935989000,20313
35027,2021,1018710000,20421
35027,2022,1025707000,20411
35028,2020,1480995000,19415
35028,2021,1601898000,19340
35028,2022,1661557000,19187
35029,2020,910455000,25447
35029,2021,988947000,25486
35029,2022,963336000,25749
35031,2020,2321360000,72578
35031,2021,2517057000,71484
35031,2022,2437786000,69830
35033,2020,205109000,4192
35033,2021,211548000,4203
35033,2022,215904000,4169
35035,2020,2638642000,67873
35035,2021,2877044000,68538
35035,2022,2880438000,68823
35037,2020,355387000,8712
35037,2021,383538000,8624
35037,2022,403461000,8546
35039,2020,1571221000,40269
35039,2021,1718903000,40249
35039,2022,1738099000,40048
35041,2020,840940000,19157
35041,2021,884346000,19017
35041,2022,939714000,18934
35043,2020,7135497000,149276
35043,2021,7860544000,151439
35043,2022,8157706000,153501
35045,2020,4739467000,121368
35045,2021,5200944000,120866
35045,2022,5236874000,120418
35047,2020,1106738000,27129
35047,2021,1207441000,27167
35047,2022,1224848000,26953
35049,2020,9783768000,155041
35049,2021,11335203000,155404
35049,2022,11635970000,155664
35051,2020,519831000,11563
35051,2021,562722000,11498
35051,2022,556205000,11436
35053,2020,647132000,16558
35053,2021,695681000,16303
35053,2022,696763000,16115
35055,2020,1419851000,34459
35055,2021,1608375000,34700
35055,2022,1617742000,34580
35057,2020,593366000,15054
35057,2021,648012000,15318
35057,2022,667837000,15454
35059,2020,164610000,4072
35059,2021,172166000,4097
35059,2022,172208000,3980
35061,2020,3028933000,76369
35061,2021,3350265000,77233
35061,2022,3433741000,78080
36001,2020,21610081000,313987
36001,2021,23219393000,316301
36001,2022,23093599000,315811
36003,2020,1976903000,47320
36003,2021,1978492000,46921
36003,2022,1928302000,46694
36005,2020,60256805000,1461125
36005,2021,62556538000,1421089
36005,2022,56151391000,1379946
36007,2020,9390702000,198126
36007,2021,9965417000,198703
36007,2022,9624515000,197117
36009,2020,3432270000,76992
36009,2021,3558713000,76650
36009,2022,3483714000,76439
36011,2020,3751001000,76198
36011,2021,3925136000,75791
36011,2022,3878417000,74998
36013,2020,5694356000,127578
36013,2021,6014110000,126785
36013,2022,5832466000,126027
36015,2020,4118178000,83945
36015,2021,4290383000,82830
36015,2022,4204007000,81426
36017,2020,2225031000,47067
36017,2021,2329661000,46637
36017,2022,2289831000,46458
36019,2020,3872405000,79761
36019,2021,4074216000,79996
36019,2022,4026854000,78753
36021,2020,3948248000,61403
36021,2021,4241526000,62039
36021,2022,4240167000,61286
36023,2020,2160913000,46750
36023,2021,2245760000,46489
36023,2022,2197810000,46126
36025,2020,1986820000,44221
36025,2021,2111148000,44753
36025,2022,2053574000,44740
36027,2020,18856816000,295398
36027,2021,20045956000,298039
36027,2022,20374217000,297545
36029,2020,52485608000,952598
36029,2021,55256800000,954350
36029,2022,54594961000,950312
36031,2020,1910934000,37326
36031,2021,2042421000,37292
36031,2022,1976814000,36910
36033,2020,2152949000,47565
36033,2021,2318725000,47040
36033,2022,2283376000,46373
36035,2020,2545190000,53132
36035,2021,2688968000,53055
36035,2022,2644102000,52669
36037,2020,2806763000,58313
36037,2021,2901871000,57988
36037,2022,2834113000,57535
36039,2020,2563582000,47912
36039,2021,2737625000,48493
36039,2022,2704441000,48061
36041,2020,273568000,5073
36041,2021,285999000,5114
36041,2022,277320000,5118
36043,2020,2875477000,60024
36043,2021,3054528000,60082
36043,2022,2951847000,59822
36045,2020,5843908000,116273
36045,2021,6160986000,117680
36045,2022,6035804000,116637
36047,2020,149632137000,2719044
36047,2021,163526385000,2637486
36047,2022,155826107000,2590516
36049,2020,1359373000,26551
36049,2021,1438467000,26745
36049,2022,1440472000,26699
36051,2020,3044982000,61728
36051,2021,3108144000,61629
36051,2022,3092233000,61516
36053,2020,3532284000,67927
36053,2021,3767672000,67397
36053,2022,3752358000,67097
36055,2020,43288355000,757790
36055,2021,45304149000,756547
36055,2022,44635928000,752035
36057,2020,2255454000,49485
36057,2021,2374041000,49611
36057,2022,2327769000,49623
36059,2020,127691559000,1390559
36059,2021,135153796000,1391112
36059,2022,138184076000,1383726
36061,2020,272490074000,1677306
36061,2021,305682670000,1578801
36061,2022,298260631000,1596273
36063,2020,10651490000,212125
36063,2021,11040064000,211891
36063,2022,10912318000,210880
36065,2020,11479417000,231575
36065,2021,12088387000,229942
36065,2022,11816953000,228846
36067,2020,27406412000,474316
36067,2021,28775144000,472094
36067,2022,28288828000,468249
36069,2020,6586531000,112327
36069,2021,6977839000,112660
36069,2022,6974921000,112707
36071,2020,22200118000,401088
36071,2021,23309534000,404997
36071,2022,23599824000,405941
36073,2020,1781842000,40225
36073,2021,1848316000,39711
36073,2022,1784726000,39318
36075,2020,5373937000,117440
36075,2021,5663382000,118124
36075,2022,5592469000,118287
36077,2020,2948827000,58377
36077,2021,3100814000,60758
36077,2022,3008666000,60636
36079,2020,7375761000,97632
36079,2021,7693323000,98176
36079,2022,7873943000,98045
36081,2020,123924022000,2388586
36081,2021,131104608000,2328141
36081,2022,123608097000,2278029
36083,2020,8635933000,160900
36083,2021,9044922000,160740
36083,2022,8947880000,159853
36085,2020,29337598000,494586
36085,2021,31069191000,493484
36085,2022,30680773000,491133
36087,2020,21670218000,337394
36087,2021,22766718000,339256
36087,2022,23005986000,339022
36089,2020,4629889000,108554
36089,2021,4910357000,108410
36089,2022,4775637000,107733
36091,2020,16341817000,235794
36091,2021,17705339000,237962
36091,2022,17907537000,238797
36093,2020,8468459000,159315
36093,2021,9146315000,160214
36093,2022,9157071000,160093
36095,2020,1446384000,29752
36095,2021,1513237000,30152
36095,2022,1488615000,30063
36097,2020,845482000,17863
36097,2021,883581000,17800
36097,2022,862081000,17650
36099,2020,1491790000,33747
36099,2021,1572965000,33576
36099,2022,1532535000,32882
36101,2020,4783496000,93314
36101,2021,5061100000,93105
36101,2022,5023239000,92599
36103,2020,119779436000,1521950
36103,2021,126177083000,1533118
36103,2022,128446201000,1525465
36105,2020,4004199000,78605
36105,2021,4297988000,79694
36105,2022,4337477000,79658
36107,2020,2412220000,48352
36107,2021,2490049000,48087
36107,2022,2428017000,47772
36109,2020,5036291000,99784
36109,2021,5358130000,106044
36109,2022,5361286000,104777
36111,2020,10586115000,181627
36111,2021,11247096000,183704
36111,2022,11353095000,182319
36113,2020,3837638000,65618
36113,2021,4024834000,65773
36113,2022,3984652000,65599
36115,2020,2783654000,61202
36115,2021,2949442000,60975
36115,2022,2900494000,60841
36117,2020,4689180000,91193
36117,2021,4950463000,91201
36117,2022,4905902000,91125
36119,2020,111499045000,1001431
36119,2021,119793619000,999607
36119,2022,122841607000,990427
36121,2020,1855661000,40427
36121,2021,2001841000,40017
36121,2022,1993374000,39666
36123,2020,1133238000,24720
36123,2021,1209687000,24634
36123,2022,1206864000,24451
37001,2020,7604373000,171954
37001,2021,8383946000,173876
37001,2022,8637798000,176353
37003,2020,1532957000,36482
37003,2021,1679287000,36467
37003,2022,1753845000,36512
37005,2020,452806000,10897
37005,2021,491524000,11066
37005,2022,497328000,11185
37007,2020,926087000,22033
37007,2021,1053552000,22254
37007,2022,1114244000,22202
37009,2020,1082608000,26580
37009,2021,1178977000,26764
37009,2022,1204592000,27110
37011,2020,716787000,17848
37011,2021,781897000,17502
37011,2022,802164000,17571
37013,2020,2218597000,44690
37013,2021,2427989000,44438
37013,2022,2415209000,44272
37015,2020,739535000,17862
37015,2021,847998000,17425
37015,2022,851818000,17240
37017,2020,1275264000,29629
37017,2021,1437278000,29565
37017,2022,1425899000,29446
37019,2020,7438414000,138157
37019,2021,8342881000,144814
37019,2022,8920659000,153064
37021,2020,14252553000,269694
37021,2021,15999747000,271719
37021,2022,16842122000,273589
37023,2020,3598964000,87577
37023,2021,3866967000,87634
37023,2022,3922258000,87881
37025,2020,11204539000,227214
37025,2021,12254399000,231726
37025,2022,12910767000,235797
37027,2020,3233059000,80632
37027,2021,3560497000,80561
37027,2022,3602876000,80492
37029,2020,544477000,10407
37029,2021,596711000,10816
37029,2022,630978000,11088
37031,2020,3889079000,67724
37031,2021,4270026000,68718
37031,2022,4407792000,69380
37033,2020,865429000,22699
37033,2021,945975000,22701
37033,2022,930684000,22614
37035,2020,7874013000,160892
37035,2021,8684925000,161821
37035,2022,9026785000,163462
37037,2020,5387990000,76670
37037,2021,5998165000,78111
37037,2022,6370657000,79864
37039,2020,1054405000,28858
37039,2021,1157460000,29195
37039,2022,1181099000,29512
37041,2020,626590000,13701
37041,2021,698348000,13791
37041,2022,711004000,13940
37043,2020,452232000,11142
37043,2021,496725000,11350
37043,2022,508148000,11614
37045,2020,4069493000,99799
37045,2021,4468932000,100318
37045,2022,4542813000,100670
37047,2020,2006644000,50487
37047,2021,2210981000,49953
37047,2022,2200396000,49885
37049,2020,4979472000,100646
37049,2021,5414079000,100277
37049,2022,5480226000,100874
37051,2020,14229547000,334391
37051,2021,15513865000,337249
37051,2022,15496282000,336699
37053,2020,1501909000,28401
37053,2021,1703632000,29714
37053,2022,1841717000,31015
37055,2020,2390184000,37032
37055,2021,2732647000,37889
37055,2022,2888465000,37956
37057,2020,7441886000,169196
37057,2021,8198969000,170794
37057,2022,8374362000,172586
37059,2020,2273876000,42895
37059,2021,2567999000,43614
37059,2022,2670944000,44090
37061,2020,2148524000,48657
37061,2021,2553546000,48606
37061,2022,2584731000,48990
37063,2020,17571636000,325561
37063,2021,19072781000,329699
37063,2022,19651318000,332680
37065,2020,1971859000,48777
37065,2021,2132625000,48370
37065,2022,2101422000,48301
37067,2020,19796963000,383166
37067,2021,21730970000,386172
37067,2022,22485752000,389157
37069,2020,2889188000,69115
37069,2021,3287290000,71798
37069,2022,3453402000,74539
37071,2020,10239160000,228514
37071,2021,11277151000,231337
37071,2022,11634395000,234215
37073,2020,466098000,10448
37073,2021,514266000,10403
37073,2022,517593000,10383
37075,2020,315716000,8035
37075,2021,341343000,8008
37075,2022,329858000,7980
37077,2020,2607295000,61060
37077,2021,2834055000,61408
37077,2022,2903609000,61903
37079,2020,716985000,20440
37079,2021,802655000,20261
37079,2022,787485000,20211
37081,2020,26921196000,539498
37081,2021,29372130000,542756
37081,2022,30040008000,546101
